,constituency,name,cases,assets,liabilities,education,self_profession,spouse_profession,self_profession_category,spouse_profession_category,district,gender,age,party,const_category,total_electors,total_const_votes,votes,candidate_voteshare_percent,uuid,Year,education_category
1728,Mulbagal,N. Munianjappa,0.0,10357000.0,500000.0,"GOVT.POLITECHNIC CHINTA MANI ,IN 1980,KARNATAKA",Agriculture,Housewife,Agriculture / Farming,Education / Academia,Kolar,M,57,JD(S),SC,171494,138700,39412,28.42,jcMRFEnR,2013,Diploma Holder
1729,Shanti Nagar,N. Shashidhar,0.0,5225000.0,,"B,Com LLB",BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,B.B.M.P(Central),M,39,BSP,GEN,179461,103610,388,0.37,HoYRDWQG,2013,Graduate
1730,Bagepalli,N. Sampangi,0.0,72253246.0,,"B.Com, LL.B.",Advocate,House Wife,Law / Judiciary,Cound't Classify,Chikkaballapur,M,51,INC,GEN,175917,150498,15491,10.29,kdYeSK9o,2013,Graduate
1731,Kollegal,N. Chamaraju,0.0,661100.0,,"B.A.(Govt SM college, Kollegal), LLb (Vidyavardhaka College, Mysore)",Agriculture,Not Given,Agriculture / Farming,Cound't Classify,Chamarajnagar,M,62,JD(S),SC,191581,146477,4392,3.0,USJ8qC2J,2013,Graduate
1732,C.V. Raman Nagar,N. Gopi,0.0,53000.0,,4th std,not given,Not Given,Cound't Classify,Cound't Classify,B.B.M.P(North),M,43,KCVP,SC,197124,106178,564,0.53,CUurwGq6,2013,Primary Education
1733,Molakalmuru,N. Y. Gopalakrishna,0.0,16090406.0,,"BA, MBA MYSORE",SOCIAL SERVICE AND AGRICULTURIST,house wife,"Social Work / Activism, Agriculture / Farming",Not Given,Chitradurga,M,60,INC,ST,207158,164413,69658,42.37,G44A3rb4,2013,Postgraduate
1734,Basavanagudi,N.Hemanth Kumar Gowda,0.0,6306000.0,1758795.0,"civil engineering , M.E.I College, Rajajinagar - bangalore ,board of technology,2002",civil engineering,House wife,Engineering / Technology,Not Given,B.B.M.P(South),M,33,JD(U),GEN,198604,103647,88,0.08,DZ2WiErm,2013,Graduate
1735,Nagamangala,N.Cheluvaraya Swamy,0.0,147265276.0,65912645.0,"Diploma in Civil Engineering from Polytechnic College, KR Pet, Mandya District during 1978-83; 8th-10th Standard in Sri Siddaganga High School, Tumkur during 1975-78; 5th-7th Standard in Goverment Higher Primary School, Brahmadevarahalli, Nagamangala Talu",Agriculture,Housewife,Agriculture / Farming,Education / Academia,Mandya,M,53,JD(S),GEN,200796,163624,89203,54.52,iZKYEgSR,2013,Diploma Holder
1736,Chitradurga,N. Suresh,0.0,942000.0,250000.0,"BA,SJM college,SBM,CHITRADURGA,1992-93",social worker,panchyath developing member,Social Work / Activism,Unknown,Chitradurga,M,44,IND,GEN,225280,163365,657,0.4,2txBNBM6,2013,Graduate
1737,K.R.Pura,N.Basavaraj,0.0,15574000.0,700000.0,"6th standard , Immadihalli high school, bangalore",publisher and editor,House wife,Media / Journalism,Not Given,B.B.M.P(North),M,64,IND,GEN,339784,200184,450,0.22,3Fo2s6EQ,2013,Primary Education
1738,B.T.M.Layout,N. Sudhakar,0.0,33550072.0,3673348.0,"Diploma in Telecom and Electronics, RJS Polytechnic Bangalore 1992",Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,B.B.M.P(South),M,36,BJP,GEN,206974,110486,20664,18.7,34jFPZbH,2013,Diploma Holder
1739,Turuvekere,N.C.Prakash,0.0,4500000.0,1439262.0,"2nd PUC,1992-93,govt PU college,CS pura,tumkur district",business,Not Given,Business / Entrepreneurship,Cound't Classify,Tumkur,M,43,IND,GEN,176017,140074,390,0.28,oYbdioDL,2013,Higher Secondary Education
1740,Tumkur Rural,N.Gangaiah,0.0,158000.0,,"BSc,1977-78,govt first grade college,tumkur",retired govt. employee and social worker,house wife,"Politics / Public Service, Social Work / Activism",Not Given,Tumkur,M,65,BSP,GEN,175369,146725,1060,0.72,GXTMHviN,2013,Graduate
1741,K.R.Pura,N.Kodanda Reddy,0.0,310000.0,0.0,Unknown,Not Given,Not Given,Cound't Classify,Cound't Classify,B.B.M.P(North),M,51,IND,GEN,339784,200184,130,0.06,DZFw5sBc,2013,Unknown
1742,Mahalakshmi Layout,N.L. Narendrababu,0.0,15371305.0,277044.0,"BSc in MES College, Malleshwaram at Bangalore University 1980",Artist and Actor,LIC Agency,Arts / Entertainment,Banking / Finance,B.B.M.P(North),M,51,INC,GEN,245583,147849,50757,34.33,753E4cCa,2013,Graduate
1743,Chikkaballapur,N.Manjunath,0.0,500000.0,,"10th fail,1992-93",Vegitable seller,House wife,Business / Entrepreneurship,Not Given,Chikkaballapur,M,45,JD(U),GEN,176367,146709,171,0.12,ZapN5ybZ,2013,Secondary Education
1744,Davanagere North,N.J.Ningappa,0.0,5457000.0,1600000.0,"PUC,davanagere,purasabha college",own business,LIC agent,Business / Entrepreneurship,Banking / Finance,Davangere,M,52,IND,GEN,208005,134450,240,0.18,nRy96fY5,2013,Higher Secondary Education
1745,Hebbal,N.K.Ravikumar,0.0,,,Unknown,social work,house wife,Social Work / Activism,Not Given,B.B.M.P(North),M,42,IND,GEN,210497,115540,161,0.14,9Mr2qFZR,2013,Unknown
1746,Arsikere,N.P.Rajendraprasad,0.0,500.0,,"8th cross,basavagata govt high school",agriculter and social worker,house wife,"Agriculture / Farming, Social Work / Activism",Not Given,Hassan,M,29,HND,GEN,197423,158869,745,0.47,TbnGam9g,2013,Secondary Education
1747,Koppal,N.Nagaraj Krishnamurthy,0.0,9065000.0,1400000.0,Unknown,Agriculture and Business,House Wife,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,Koppal,M,36,BSRC,GEN,205255,151417,2609,1.72,EuTyrVFf,2013,Unknown
1748,Hosakote,N.Nagaraju [M.T.B],0.0,4701357248.0,495010696.0,9th standard ITI Vidhyamandir In 1966,Agriculturist and Business Man,House wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given,Bangalore Rural,M,37,IND,GEN,182905,166395,225,0.14,S9ifJyV6,2013,Secondary Education
1749,Madikeri,N.N.Shambhulingappa,0.0,10814000.0,15000.0,SHASHIDHRA HIGH SCHOOL ARAKALAGUDU,OWN BUSINESSS,HOUSE WIFE,Business / Entrepreneurship,Not Given,Kodagu,M,38,KJP,GEN,202851,153856,5714,3.71,L3vbMhZF,2013,Unknown
1750,Nagamangala,N.K.Krishnaprasad,0.0,500000.0,,"BA,Bangalore govt college,KR circle,Ghandinagar-1985",Labour,house wife,Cound't Classify,Not Given,Mandya,M,53,IND,GEN,200796,163624,347,0.21,aFJ355wr,2013,Graduate
1751,Mandya,N.Murali,0.0,376000.0,,"Exmuncipal pre university college mandya,2006",Industrialist,Not Given,Business / Entrepreneurship,Cound't Classify,Mandya,M,30,IND,GEN,222941,152818,331,0.22,BrwfjJVX,2013,Higher Secondary Education
1752,Basavanagudi,N.Ravi,0.0,4335000.0,,"Bachelore of engineering (mechanical), JMIT, Chitradurga, University of Mysore - 1984",engineering consultant,teacher,"Engineering / Technology, Consulting / Advisory",Education / Academia,B.B.M.P(South),M,50,SUCI,GEN,198604,103647,253,0.24,RYukQdPK,2013,Graduate
1753,Hunsur,N.Puttananjayya,0.0,5246000.0,,"M.P. Ed,1991,bangalore university, bangalore",retired government employee,House wife,Unknown,Not Given,Mysore,M,62,SDPI,GEN,203627,161496,1745,1.08,GheykHJU,2013,Postgraduate
1754,Bangalore South,N.S. Ravichandra,0.0,13126000.0,334385.0,"9th Std, Anekal Govt School, Bangalore",Agriculture Work,House wife,Agriculture / Farming,Not Given,Bangalore Urban,M,33,BSRC,GEN,447562,250737,509,0.2,2L527mhM,2013,Secondary Education
1755,Sira,N.Rajanna,0.0,7970000.0,600000.0,B.A government first grade college bangalore university in 1983,LIC AGENT,NURSE (GOVERNMENT EMPLOYEE),Banking / Finance,Medicine / Healthcare,Tumkur,M,48,BSP,GEN,201521,159445,1090,0.68,5DhnJfip,2013,Graduate
1756,Krishnaraja,N.R.Raghu,0.0,2818073.0,,Nation Export Programmes Export Management Course,Business Logistics,Business,"Business / Entrepreneurship, Transportation / Logistics",Business / Entrepreneurship,Mysore,M,48,JD(U),GEN,216322,127812,148,0.12,QFSNFyUo,2013,Technical/Professional Course
1757,Magadi,N.Manjunath,0.0,41000.0,,SSLC fail kumar govt school,business,house wife,Business / Entrepreneurship,Not Given,Ramanagaram,M,30,IND,GEN,202991,170066,274,0.16,eM4JBMDZ,2013,Illiterate
1758,Kunigal,N.R.Lakshminarayana,0.0,2751000.0,50000.0,Mahatma Gandhi Pre-university College Kunigal,Social Worker,House Wife,Social Work / Activism,Cound't Classify,Tumkur,M,48,BSRC,GEN,170828,142545,437,0.31,AkiEjBLr,2013,Higher Secondary Education
1759,Nanjangud,N.Rukmini,0.0,460200.0,,S.S.L.C. From H.D kote school,house wife,Vehicle driver,Not Given,Transportation / Logistics,Mysore,F,42,IND,SC,185095,141009,1128,0.8,jNGRiuru,2013,Secondary Education
1760,K.R.Pura,N.S. Nandiesha Reddy,0.0,1189205120.0,110498097.0,"SSLC from vimanapura high school-1987 and PUC from vijaya college bangalore - 1989 ,B.Sc.(Not Completed Banglore University)",Businessman and Agriculturist,Home maker,"Business / Entrepreneurship, Agriculture / Farming",Construction / Real Estate,B.B.M.P(North),M,41,BJP,GEN,339784,200184,82298,41.11,PspGwnre,2013,Higher Secondary Education
1761,Yeshvanthapura,N.Somashekar,0.0,507367.0,,"LL.B, (2006 Dec), BES College of Law , B.U.",Advocate,House wife,Law / Judiciary,Not Given,Bangalore Urban,M,34,LJP,GEN,349639,231515,431,0.19,YQrTRCug,2013,Graduate
1762,Shimoga Rural,N.T.Shivamurthy,0.0,20807513.0,1900000.0,B.A. D.V.S SHIMOGA IN 1980,AGRICULTURE,Not Given,Agriculture / Farming,Cound't Classify,Shimoga,M,58,IND,SC,186016,143288,1005,0.7,kwgHNhAp,2013,Graduate
1763,Bommanahalli,Nagabhushan R,0.0,71178138.0,9000345.0,"B.C.A, I.G.N.O.U-2000-2001",K.P.W.D. CLASS-1 contractor,House wife,Construction / Real Estate,Not Given,B.B.M.P(South),M,38,IND,GEN,323091,174734,472,0.27,P5Xs333T,2013,Graduate
1764,Nagamangala,N.S.Ashoka,0.0,320520.0,,"Govt pre university college,nagamangala-1993",Jewellary business,Not Given,Business / Entrepreneurship,Cound't Classify,Mandya,M,37,IND,GEN,200796,163624,252,0.15,MBzDhpKs,2013,Higher Secondary Education
1765,Bommanahalli,Nagabhushana.C,0.0,262719753.0,54125786.0,"SSLC 1983, PUC-1 1984",Real Estate and General Business,Real Estate,"Business / Entrepreneurship, Construction / Real Estate",Construction / Real Estate,B.B.M.P(South),M,46,INC,GEN,323091,174734,60700,34.74,KAqm9knK,2013,Higher Secondary Education
1766,Yelburga,Nagaraj Kolaji,0.0,57471623.0,,"DIPLOMA IN CIVIL ENGINEERING,CHARNTIMATH POLYTECHNIC COLLEGE HUNGUND(1989-1990)",ENGINEER CIVIL COTRACTER,House wife,"Engineering / Technology, Construction / Real Estate",Not Given,Koppal,M,43,IND,GEN,180009,136729,9888,7.23,PJTYytLT,2013,Diploma Holder
1767,Maddur,Nadeem Baig,0.0,100.0,,4th std,Labour,House wife,Cound't Classify,Not Given,Mandya,M,30,IND,GEN,196781,156272,338,0.22,NJKGeKxs,2013,Primary Education
1768,Shiggaon,Naganagouda Danappagouda Marigoudra,0.0,6950000.0,150000.0,5th std 1986,editor,house wife,Media / Journalism,Not Given,Haveri,M,46,RCMP,GEN,188396,150102,448,0.3,BJtBCWAT,2013,Primary Education
1769,Kumta,Nagaraj Shridhar Shet,0.0,10000.0,,"GIB HIGH SCHOOL, KUMUTA IN 2000-20001",SILVER GOLD JOB,Not Given,Cound't Classify,Cound't Classify,Uttara Kannada,M,26,HND,GEN,167620,124257,1534,1.23,jNkiKFQV,2013,Secondary Education
1770,Gurmitkal,Naganagouda Kandakura,0.0,12492483.0,5495000.0,BA FROM DHARWAD,Agriculture and Social Service,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify,Yadgir,M,67,JD(S),GEN,203045,129030,34401,26.66,DAytdGc3,2013,Graduate
1771,Rajaji Nagar,Nagaraja H.N,0.0,225217.0,,"Govt. High School, shiva nagar, Bengalore in 1989",Electricity Labour,House wife,Law Enforcement / Security,Not Given,B.B.M.P(Central),M,42,IND,GEN,176249,107802,140,0.13,6tW2u8QM,2013,Secondary Education
1772,Hubli-Dharwad West,Nagaraj Tigadi,0.0,37382977.0,10500000.0,"BE in b.v.b,college of engg ,tech,in hubli b e in 1984",consulting civil enginer,business agriculture,"Engineering / Technology, Consulting / Advisory","Business / Entrepreneurship, Agriculture / Farming",Dharwad,M,50,LSP,GEN,220564,126910,843,0.66,FmmRodwN,2013,Graduate
1773,Khanapur,Nagappa Baburao Narayan Patil,0.0,11505800.0,710000.0,"Halashi High School, Halashi",Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,Belgaum,M,59,IND,GEN,185379,134890,1612,1.2,6hQEPyft,2013,Unknown
1774,Sirsi,Nagaraja Hegde,0.0,173200.0,77800.0,12th PASS M.E.S ARTS AND IN SCIENCE MAHAVIDYALAYA SIRSI year 1998-99,FARMER,HOUSE WIFE,Agriculture / Farming,Not Given,Uttara Kannada,M,26,BSRC,GEN,174259,131191,1061,0.81,65ARXJT9,2013,Higher Secondary Education
1775,Hebbal,Nagaraja Shetty,0.0,14631137.0,,"B Com, sheshadripuram evening college, bangalore university ,bangalore",document writer,house wife,Arts / Entertainment,Not Given,B.B.M.P(North),M,42,IND,GEN,210497,115540,570,0.49,bYLcYFWk,2013,Graduate
1776,Mulbagal,Nagaraj. V,0.0,585000.0,,"Govt. high School, mulabagilu taluk ,thayaloor village(2001-2002)",agriculture,Not Given,Agriculture / Farming,Cound't Classify,Kolar,M,30,IND,SC,171494,138700,774,0.56,WTQXKDDb,2013,Unknown
1777,Maski,Nagaraj Medar,0.0,639600.0,150232.0,"B.A 2nd year, Govt. College, sindhanur, 2005-06,Gulbarga University",Hereditory work,Hereditory work,Cound't Classify,Cound't Classify,Raichur,M,27,CPIM,ST,164884,105728,1107,1.05,bh9CXJb6,2013,Graduate
1778,Kanakagiri,Nagaraja Tippanna Waddar,0.0,20000.0,,7TH PASS GOVT KENDRIYA HIGHER PRIMARY SCHOOL GANGAVATHI IN 1978,Not Given,Not Given,Cound't Classify,Cound't Classify,Koppal,M,46,IND,SC,183620,135446,558,0.41,E8omktFr,2013,Primary Education
1779,Byatarayanapura,Nagaraja.M,0.0,3551995.0,1400000.0,"diploma computer science,MEI polytechnique 1994",business,Not Given,Business / Entrepreneurship,Cound't Classify,Bangalore Urban,M,38,IND,GEN,330387,208322,321,0.15,QSAUf564,2013,Diploma Holder
1780,Hagaribommanahalli,Nagaraja.V.,0.0,,,puc,private employee,Not Given,Business / Entrepreneurship,Cound't Classify,Bellary,M,26,BSP,SC,185145,144826,1017,0.7,EJhdopXz,2013,Higher Secondary Education
1781,Mayakonda,Nagarajappa. M.,0.0,5000.0,,Unknown,social worker,died,Social Work / Activism,Cound't Classify,Davangere,M,56,IND,SC,174925,135030,1007,0.75,VBirVjtG,2013,Unknown
1782,Nagthan,Nagendra Devendrappa Mayavanshi,0.0,9715891.0,8075148.0,"BA FROM NEW ARTS COLLEGE,VIJAPURA,KARNATAKA VISHWAVIDHYALAYA,DHARWAD",OWN BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,Bijapur,M,47,BJP,SC,225624,140024,15627,11.16,XsMxdysi,2013,Graduate
1783,Chamaraja,Nagendra,0.0,23915295.0,2918555.0,9th Standard (1979-80th Batch) Hardick High School Mysore,Industrialist,House Wife,Business / Entrepreneurship,Cound't Classify,Mysore,M,49,BJP,GEN,198462,109938,26168,23.8,MXSooBHY,2013,Secondary Education
1784,Madikeri,Nagesh. C.V.,0.0,30736000.0,2054000.0,government pre-university college kushalnagar,social worker own business,house wife,"Social Work / Activism, Business / Entrepreneurship",Not Given,Kodagu,M,43,IND,GEN,202851,153856,679,0.44,4SZXc8jd,2013,Higher Secondary Education
1785,Bangarapet,Nagendra.C,0.0,237000.0,,Bachelor of Commerce,"Auto Driver, Business",House Wife,Business / Entrepreneurship,Cound't Classify,Kolar,M,33,IND,SC,172912,141858,175,0.12,KjcyB32G,2013,Graduate
1786,Tirthahalli,Nagesh Horabylu,0.0,6308.0,,PUC,agriculture and artist,Not Given,"Agriculture / Farming, Arts / Entertainment",Cound't Classify,Shimoga,M,57,IND,GEN,169863,139215,546,0.39,VMYYNnyb,2013,Higher Secondary Education
1787,Rajarajeshwarinagar,Nagarajappa H,0.0,8313000.0,2700000.0,"DRR high school(1984-1985),DRR polytechnic ,davanagere 1987-90",contractor,house wife,Construction / Real Estate,Not Given,B.B.M.P(Central),M,40,IND,GEN,334493,189998,538,0.28,jVxtQ42Y,2013,Diploma Holder
1788,Gulbarga Rural,Nagendrappa Hanmanth Vaddar Nandikur,0.0,100000.0,,"SSLC passed in MPHS, Gulbarga and PUC passed from SB Jr. College, Gulbarga",Social worker,House wife,Social Work / Activism,Not Given,Gulbarga,M,51,IND,SC,211123,123418,589,0.48,fWmhe4Gr,2013,Higher Secondary Education
1789,C.V. Raman Nagar,Nagendra. P,0.0,3327193.0,560750.0,"s.s.l.c, karnataka , bangalore,1999, jyothi high school, bangalore",contractor,Not Given,Construction / Real Estate,Cound't Classify,B.B.M.P(North),M,30,JD(U),SC,197124,106178,448,0.42,9e4TNBLp,2013,Higher Secondary Education
1790,Channapatna,Nagaraju B,0.0,3851400.0,550000.0,"BSC FROM ST. FILLOMENA COLLEGE, MYSORE UNIVERCITY 1976",AGRICULTURE,HOME MAKER,Agriculture / Farming,Not Given,Ramanagaram,M,62,KJP,GEN,198764,168511,373,0.22,4DCucDU8,2013,Graduate
1791,Shorapur,Nandakumar Malipatil,0.0,1280000.0,,"MA, Mysore University, Mysore",Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,Yadgir,M,47,BSRC,ST,220310,146207,2005,1.37,TBHeq89T,2013,Postgraduate
1792,Mahadevapura,Nagesh.T,1.0,183569000.0,800000.0,"Bsc,vijaya college, basavangudi, bangalore",agriculture and business,house wife,"Business / Entrepreneurship, Agriculture / Farming",Not Given,Bangalore Urban,M,38,IND,SC,368393,226749,438,0.19,6mYxYYXq,2013,Graduate
1793,Lingsugur,Nandappa P Bombaykar,0.0,3285500.0,,"BA LLB,arundhathi law college,Rangamapet, taluk surapura,2010-11",Lawyer,House wife,Law / Judiciary,Not Given,Raichur,M,38,IND,SC,197870,129580,1101,0.85,ZMkwvdTa,2013,Graduate
1794,Varuna,Najundaraju.H.N,0.0,2773000.0,1845000.0,B.SC YUVARAJ COLLEGE MYSORE IN 1987-90,agricultre,house wife small industries,Agriculture / Farming,Cound't Classify,Mysore,M,49,IND,GEN,194915,160641,435,0.27,iDruZQ3o,2013,Graduate
1795,Hebbal,Nandimandalam Madhava Raju,0.0,3860000.0,,"government high school ,athimanjeripet, turutani taluk, changalpet district, tamilnadu",Civial contractor,house wife,Construction / Real Estate,Not Given,B.B.M.P(North),M,61,IND,GEN,210497,115540,185,0.16,aeyPhRBD,2013,Unknown
1796,Gundlupet,Nagendra,0.0,50000.0,,Mechanical polytechnic,Social worker,Not Given,Social Work / Activism,Cound't Classify,Chamarajnagar,M,42,BSP,GEN,190420,162326,6052,3.73,cBdnx3vF,2013,Unknown
1797,K.R.Pura,Nandeeshappa Nayaka,0.0,938000.0,,BA,social service,House Wife,Social Work / Activism,Cound't Classify,B.B.M.P(North),M,58,IND,GEN,339784,200184,781,0.39,6HESS7zH,2013,Graduate
1798,Sullia,Nandaraj Sankesh,0.0,1087600.0,113884.0,P U C INSUBRAMANYESHWARA COLLAGE IN 1980,Not Given,Not Given,Cound't Classify,Cound't Classify,Dakshina Kannada,M,51,JD(S),SC,180177,146066,8551,5.85,jGNkRYc4,2013,Higher Secondary Education
1799,Shiggaon,Nandan Baburao Tambe,0.0,7168412.0,,B.E. chemical karnataka vishwavidhyalaya dharwad in may 1990,"engineer, business,shetki","house wife,business,shetki","Business / Entrepreneurship, Engineering / Technology, Agriculture / Farming",Not Given,Haveri,M,45,NCP,GEN,188396,150102,1305,0.87,VNUm2pyR,2013,Graduate
1800,Belgaum Uttar,Nagesh Vilas Sakhare,0.0,1833306.0,,"B.E ,B.M.S. College Banglore 2006",SOFTWARE ENGINEER,HOUSEWIFE(M.Tech),Information Technology,Cound't Classify,Belgaum,M,29,LSP,GEN,193980,115183,944,0.82,c5UX6Sca,2013,Graduate
1801,Humnabad,Narasappa Lachappa Muttangi,0.0,320000.0,,Unknown,agriculter,house wife,Agriculture / Farming,Not Given,Bidar,M,73,IND,GEN,206145,136013,601,0.44,Ph3MVqhc,2013,Unknown
1802,Bagepalli,Narayanaswamy M,0.0,117141205.0,,SSLC,Business (Director),Business (Director),Business / Entrepreneurship,Business / Entrepreneurship,Chikkaballapur,M,55,BJP,GEN,175917,150498,1084,0.72,5fgZEH89,2013,Secondary Education
1803,Siruguppa,Nari Mareppa,0.0,,,"P.U.C fail , 2003 year, Rajashekar gowda college, Kurugodu",Business,Kindergarten Worker,Business / Entrepreneurship,Education / Academia,Bellary,M,29,BSP,ST,170038,126777,1574,1.24,K4kQsVrG,2013,Higher Secondary Education
1804,Davanagere South,Nannusab Sheikh Shendi,0.0,1188500.0,,Unknown,Lorry concelltation,house wife,Transportation / Logistics,Not Given,Davangere,M,41,SJPA,GEN,182370,120410,166,0.14,CzkeNhGz,2013,Unknown
1805,Krishnarajpet,Narayana Gowda,0.0,95194236.0,13557820.0,Diploma in Hotel Management,Business (Self-Employed),Housewife,Business / Entrepreneurship,Education / Academia,Mandya,M,51,JD(S),GEN,189137,153482,56784,37.0,4iv9ZZSt,2013,Diploma Holder
1806,Koratagere,Narasimhamurthy,0.0,395000.0,136400.0,10TH FAIL HOLAVANHALLI GOVT SCHOOL,X-ARMY,house wife,Military / Defense,Not Given,Tumkur,M,47,IND,SC,181914,152242,1100,0.72,f8gZLPkg,2013,Secondary Education
1807,Malur,Narayanaswami,0.0,6450000.0,,"SSLC government high school,kalkunte,maluru thalok,1986,second PUC APS college,bagalore 1990,A P S digree college.Bengalore in1992",Buisness,employ,Business / Entrepreneurship,Cound't Classify,Kolar,M,43,KJP,GEN,163883,143121,354,0.25,AeDiysPX,2013,Graduate
1808,Bidar South,Narsappa,0.0,810000.0,55000.0,5th,agriculture,house work,Agriculture / Farming,Not Given,Bidar,M,85,IND,GEN,181107,124857,537,0.43,4gk24Fgk,2013,Primary Education
1809,Shorapur,Narasimha Nayak,0.0,100320925.0,3744.0,vijaya collage,political,HOUSE WIFE,Politics / Public Service,Not Given,Yadgir,M,35,JD(S),ST,220310,146207,60958,41.69,6s8PEaNm,2013,Unknown
1810,Kagwad,Narasinha Tukaram Patil,0.0,1042000.0,54000.0,"1995 Sanghamitra high school ,Sambaragi",shetki,housewife,Cound't Classify,Not Given,Belgaum,M,35,IND,GEN,164201,129200,642,0.5,4qa7sn8z,2013,Secondary Education
1811,Yelahanka,Narayanaswamy .B.M,0.0,2129530.0,,ITI,mico employee,Not Given,Cound't Classify,Cound't Classify,Bangalore Urban,M,50,JD(U),GEN,293238,196147,933,0.48,dYP9UcAk,2013,Vocational Training
1812,Rajarajeshwarinagar,Narsingh Patel.,0.0,41000.0,,"ROHICHAKALLA, LUNI TALUK, JODHPUR DISTRICT, RAJASTAN(1981-82)",SOCIAL SERVICE,HOUSE WIFE,Social Work / Activism,Not Given,B.B.M.P(Central),M,45,RPI(A),GEN,334493,189998,260,0.14,ksqQ2LrW,2013,Unknown
1813,Kolar,Naseer Ahmed,0.0,278250672.0,54372912.0,"B.Com, Bangalore University-1980",Director of Scotts Group of Companies,Director of Scotts Group of Companies,Business / Entrepreneurship,Business / Entrepreneurship,Kolar,M,53,INC,GEN,196220,163480,41510,25.39,QBHPEaA9,2013,Graduate
