,constituency,name,cases,assets,liabilities,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category,uuid,Year,education_category
1118,Shirahatti,L Narayanaswamy,2.0,556000.0,450000.0,"B com, Usmania College, Kurnool(1980).",Gadag,Social Service,Housewife,Social Work / Activism,Education / Academia,60.0,M,BRPP,522,0.3250230380314313,SC,dde7Rz6f,2018,Graduate
1119,Chamaraja,L. Nagendra,0.0,46390986.0,30003243.0,9th oxford high school JLB Road mysore 1979-80,Mysore,Businessman,Housewife,Business / Entrepreneurship,Education / Academia,53.0,M,BJP,51683,36.77092078489406,GEN,dgkWCu3p,2018,Secondary Education
1120,Pavagada,L.Gangadhara,0.0,89635.0,,J.O.C Bangalore University Year 2002,Tumkur,Shop Business,House wife,Business / Entrepreneurship,Not Given,27.0,M,IND,108,0.0662938659759009,SC,ZAAheJHt,2018,Technical/Professional Course
1121,Rajarajeshwarinagar,L.Venkatram,1.0,160319.0,1070000.0,Diploma in Civil Engineering (incomplete)The Oxford Collage Jp Nagara Bangalore 1999 2000 Karnataka,B.B.M.P(Central),"Film Artist,Director and Producer",Not Given,Arts / Entertainment,Cound't Classify,39.0,M,IND,764,0.297918470165259,GEN,By9vJw8n,2018,Diploma Holder
1122,Krishnarajpet,L R Ravikumar,0.0,635000.0,,B E CIVIL VTU 2015,Mandya,SENIOR CIVIL ENGINEER IN BURO VERITOS INDIA PVT LTD,Not Given,Engineering / Technology,Cound't Classify,28.0,M,IND,273,0.1568938466578162,GEN,Ybdbpo8V,2018,Graduate
1123,Vijayanagara,L.S.Bashir Ahmed,0.0,3156500.0,1000000.0,"BA,LLB,1994-2000,Saraswathi law college,chitradurga",Bellary,lawyer,housewife,Law / Judiciary,Not Given,49.0,M,IND,173,0.1041353157166074,GEN,BoDZavRs,2018,Graduate
1124,Jamkhandi,Lakshman Gangappa Chinagundi,0.0,413710.0,105000.0,10th 2nd PUC,Bagalkot,Driving School,Not Given,Religion / Spirituality,Cound't Classify,28.0,M,IND,354,0.2304567470444247,GEN,4ZQixNCJ,2018,Higher Secondary Education
1125,Kollegal,Lakshmi Jayashankara,0.0,9010500.0,8600000.0,P.G.D.C.A FROM MANGALORE UNIVERSITY YEAR 1997-98 AND B.S.C FROM MYSORE UNIVERSITY 1992-1995,Chamarajnagar,HOUSE WIFE,LECTURER IN MANGLORE UNIVERSITY,Not Given,Education / Academia,44.0,F,AIMEP,643,0.3807640151358137,SC,8kY8CvXK,2018,Postgraduate
1126,Mudhol,Lakshman Basavant Kambale,0.0,1988000.0,200000.0,Learned Night School Under Literacy Education,Bagalkot,Agriculture Wage,Housewife,Agriculture / Farming,Education / Academia,51.0,M,KRRS,2088,1.410534422309142,SC,Y7xsJfXE,2018,Literate
1127,Sindhanur,Lakshmi Devi Bettan Gowda,0.0,8078107.0,600000.0,9TH PASS MUNICIAPL SCHOOL GUNTAKAL ANDHRA PRADESH,Raichur,PETTY BUSINESS,AGRICULTRIST,Business / Entrepreneurship,Agriculture / Farming,62.0,F,AIMEP,243,0.1486565849361327,GEN,DVgtRxLZ,2018,Secondary Education
1128,Chikmagalur,Lakshmana,0.0,2506598.0,,ILLITERATE,Chikmagalur,WAGE,Wage,Unknown,Unknown,55.0,M,IND,849,0.5268775831895642,GEN,JE6CVQzg,2018,Illiterate
1129,Basavana Bagevadi,Lakshimbai Shivappa Guddi,0.0,107000.0,,"Has Completed 10th Standard in Siddeshwara High School, Shirur, Bagalkot Taluk (1993).",Bijapur,Social Worker,Not Given,Social Work / Activism,Cound't Classify,56.0,F,IND,1252,0.8493663672627608,GEN,iRDgeYqz,2018,Secondary Education
1130,Jayanagar,Lakshminarayana,0.0,20302525.0,,Diploma In Commercial Business Banglore University 1981,B.B.M.P(South),AGRICULTURE AND SOCIAL SERVICE,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,,,IND,218,,GEN,5p2AnD2q,2018,Diploma Holder
1131,Harapanahalli,Lalithamma,0.0,2565000.0,,"9th std,Shree D.Devaraja Aras Gramantara High School,Maachihalli Thanda,Harapanahalli Tal.",Davangere,Social Worker,"Teacher(Govt. Higher Primary School,Maachihalli Thanda,Harapanahalli Tal.",Social Work / Activism,Education / Academia,43.0,F,AIMEP,631,0.3746719393874618,GEN,SkE8w2Q3,2018,Secondary Education
1132,Kapu,Lalaji R Mendon,0.0,29437263.0,29418365.0,B COM FROM PURNA PRADNYA SANDHYA COLLEGE UDUPI MANGALORE UNIVERSITY In -1982-83,Udupi,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,58.0,M,BJP,75893,52.54001439964555,GEN,SxbpLK2J,2018,Graduate
1133,B.T.M.Layout,Lallesh Reddy Alias G Lalanatha Reddy,0.0,310680959.0,65682600.0,"Master of Business Administration- Karnataka state open University, Mysore, Yr 2014",B.B.M.P(South),Real Estate,Real Estate Coffee shop Owner,Construction / Real Estate,"Hospitality / Tourism, Construction / Real Estate",41.0,M,BJP,46607,34.28699643939617,GEN,VehvSyRN,2018,Postgraduate
1134,Babaleshwar,Laksmibayi Shivappa Guddi,0.0,107000.0,,10th Pass From Siddheshwar high school Shirur Bagalkot In 1993,Bijapur,Social Worker,Not Given,Social Work / Activism,Cound't Classify,56.0,F,IND,81,0.0471904220921087,GEN,PcpzJdXo,2018,Secondary Education
1135,Hadagalli,Lambani Krishna Naik,0.0,724596.0,26000.0,"Anutheerna,KVSR college batch-1998-99",Bellary,Agriculturist,Housewife,Agriculture / Farming,Education / Academia,40.0,M,AIMEP,1534,1.0958630099799258,SC,HngXv6ZB,2018,Unknown
1136,Kunigal,Lakshminarayana Gowda,0.0,57201000.0,1158558.0,"12th Pass, Sri Urigaddigeshwara PU Collage, Kunigal. Year 2000, SSLC, Sri Urigaddigeshwara High School, Kunigal. Year 1998",Tumkur,Buisness Social Worker,Not Given,"Business / Entrepreneurship, Social Work / Activism",Cound't Classify,38.0,M,SP,137,0.0846081162033806,GEN,mov8Xcs6,2018,Higher Secondary Education
1137,Kadur,Latha H K,0.0,34242000.0,520000.0,"Ded Ashraya Ded college ,moodigere ,2007-08",Chikmagalur,Housewife,Income tax department,Education / Academia,Cound't Classify,32.0,F,AIMEP,337,0.2110365212163719,GEN,YQ4jJapu,2018,Unknown
1138,Arkalgud,Latha K M,1.0,192000.0,215000.0,PUC -B M shetty college konanuru -1998-99,Hassan,Social worker own worker,Not Given,Social Work / Activism,Cound't Classify,38.0,F,RPI(A),481,0.2546266886884343,GEN,bwrMTrLL,2018,Higher Secondary Education
1139,K.R.Pura,Lakshmi Ramaiah Shetty,0.0,1537000.0,495000.0,MBA From ISBM Year 2011,B.B.M.P(North),Account Manager at Accenture,Account Manager at IBM,Banking / Finance,"Information Technology, Business / Entrepreneurship",32.0,M,BJC,336,0.1322865894469948,GEN,gQR2bmMZ,2018,Postgraduate
1140,Hubli-Dharwad West,Latha Nethaji Terdal,0.0,3389000.0,370000.0,"BA FROM HERIKALMAT PADAVIPURVA COLLAGE HONALLI ,DAVNGERI DIST",Dharwad,social work,Not Given,Social Work / Activism,Cound't Classify,58.0,F,AIMEP,279,0.1768867924528301,GEN,DSjtBHfD,2018,Graduate
1141,Athani,Laxman Sangappa Savadi,1.0,151441598.0,777000.0,"PUC From S.S.M.S. College, Athani, Year-1978",Belgaum,Business and Agriculture,House wife,"Business / Entrepreneurship, Agriculture / Farming",Not Given,58.0,M,BJP,79763,46.76399026763991,GEN,2bkJMpFU,2018,Higher Secondary Education
1142,Khanapur,Laxman Bannar,0.0,1744360.0,22920.0,S.S.L.C,Belgaum,Agriculture,House wife,Agriculture / Farming,Not Given,56.0,M,IND,798,0.5174459696924504,GEN,nisranq6,2018,Secondary Education
1143,Arabhavi,Laxman Basappa Toli,0.0,2240500.0,150000.0,2ND PUC S K HUKKERI COLLEGE GHATAPRABHA TALUK;GOKAK IN 2006-07,Belgaum,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,30.0,M,SHS,627,0.3543654202649545,GEN,ZWqHAWNR,2018,Higher Secondary Education
1144,Belgaum Rural,Laxman Siddappa Bommannavar,0.0,2246000.0,,"SSLC G.A. High School, College Road, Belagavi-1990-91",Belgaum,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,45.0,M,RPI(A),546,0.2928886004109022,GEN,LbNMDNck,2018,Higher Secondary Education
1145,Pulakeshinagar,Lokesh.M.,0.0,194500.0,,4th Class Pass,B.B.M.P(North),Business,Not Given,Business / Entrepreneurship,Cound't Classify,43.0,M,RMVP,69,0.0545747911921032,SC,hMt4VGPp,2018,Primary Education
1146,Kudligi,Lokesh. V. Nayaka,0.0,106940000.0,87485000.0,BA LLB BANGALORE UNIVERSITY 2017,Bellary,"GAS AGENCY, LR MULTISPECALITYPRODUCTS",TUTION,"Banking / Finance, Hospitality / Tourism",Education / Academia,41.0,M,IND,29514,19.407401562376705,ST,DA2vvfHn,2018,Graduate
1147,Sindgi,Liyakatali Mirasaheb Darga,0.0,874000.0,584000.0,BEMS from Jalagav Di 1995,Bijapur,Private Doctor,Housewife,Medicine / Healthcare,Education / Academia,52.0,M,PPRP,638,0.3975176951450503,GEN,Lws6uSax,2018,Graduate
1148,Ramanagaram,Leela,2.0,1130000.0,,"10th Pass From Govt. Girls High School, Basavangudi Bangalore",Ramanagaram,Horticulture and Business,House wife and Horticulture,"Agriculture / Farming, Business / Entrepreneurship","Not Given, Agriculture / Farming",39.0,F,BJP,4871,2.837718173979913,GEN,69DPLuYh,2018,Secondary Education
1149,Mudigere,Laxmana,0.0,958000.0,,"5th Standard in Govt. High School, Haandhi, Chikamagalur Taluk and Dist.",Chikmagalur,Wage Worker,Wage worker,Social Work / Activism,Social Work / Activism,44.0,M,RPSN,148,0.1127035136081877,SC,KgnHae6B,2018,Primary Education
1150,Belgaum Rural,Laxmi Hebbalkar,6.0,287932275.0,,Master of Arts (Political Science) From Mysore University In 2002,Belgaum,"Social service, Agriculture Business, Presently Director of Harsha Sugars ltd.,",Agriculture,"Agriculture / Farming, Social Work / Activism, Business / Entrepreneurship",Agriculture / Farming,43.0,F,INC,102040,54.73690986433786,GEN,UqbGwb6L,2018,Postgraduate
1151,Maddur,Lingegowda S H,1.0,8403000.0,650000.0,MA in Mysore University Year 2000,Mandya,Agriculture,Teacher,Agriculture / Farming,Education / Academia,42.0,M,SWARAJ,450,0.261483482959993,GEN,iLHzRBMi,2018,Postgraduate
1152,Krishnarajpet,Lokesh B N,1.0,700000.0,30000.0,"M.A. From K.S.O.U. Year-2007, MLISC From K.S.O.U., Year-2014, LLB From University of Mysore, Year-2007",Mandya,Lawyer,House wife,Law / Judiciary,Not Given,35.0,M,IND,1139,0.6545864151767499,GEN,9uUbkzXa,2018,Postgraduate
1153,Dasarahalli,Lokesh Gowda. V,0.0,136316690.0,94979.0,"M A Bangalore University, B.Sc., Govt Science Collage, Bangalore, B Ed, V R V B Ed Collage, Mahadeshwaranagar, Bangalore",Bangalore Urban,Agriculture Business,Social Worker Housewife,"Agriculture / Farming, Business / Entrepreneurship",Social Work / Activism,45.0,M,IND,809,0.3740435074092054,GEN,XLwMmszf,2018,Postgraduate
1154,Mayakonda,Linganna,0.0,64420805.0,5932630.0,"MA-Mangalagangothri,Mysore Manasagangothri University, Year 1979",Davangere,Agriculturalist and Social worker,Housewife and Social Worker,"Agriculture / Farming, Social Work / Activism","Social Work / Activism, Not Given",65.0,M,BJP,50556,32.58251000560701,SC,GoMtY5uL,2018,Postgraduate
1155,Tiptur,Lokeshwara,0.0,44185406.0,23000000.0,diploma 1978-83 M.P.Ed 1982-83 banagalore university,Tumkur,agriculture (retried police assiant commissioner,teacher,"Agriculture / Farming, Cound't Classify",Education / Academia,60.0,M,JD(S),17027,11.233679265822618,GEN,UxgxgSSy,2018,Diploma Holder
1156,Sidlaghatta,M .Rajanna,0.0,14141230.0,3100000.0,"B.SC TECHNALOGY, BANGLOURE UNIVERSITY",Chikkaballapur,Agriculture,EX MEMBER,Agriculture / Farming,Politics / Public Service,54.0,M,IND,8593,5.045149775131808,GEN,hPHctjBo,2018,Graduate
1157,Sagar,M B Girishgowda,0.0,9745000.0,,LLB FROM SAGAR GANGOTRI LAW COLLEGE SAGAR IN 2003,Shimoga,LAWYER,house wife,Law / Judiciary,Not Given,43.0,M,JD(S),2100,1.355328376703841,GEN,L9VsxGps,2018,Graduate
1158,Kolar Gold Field,M Anbu,0.0,435259.0,,"9th Std., Discontinued at Boys High School, Robertsonpet, K.G.F. During the Year 1969",Kolar,Business,Not Given,Business / Entrepreneurship,Cound't Classify,64.0,M,ADMK,1024,0.7336872801266757,SC,SRCSa3zU,2018,Secondary Education
1159,Mulbagal,M Amaranatha,0.0,676000.0,,"SSLC From Govt. High School, Mulibagilu Year 1997-98",Kolar,Labour,House wife,Cound't Classify,Not Given,35.0,M,IND,291,0.176910450483312,SC,gJcjXexB,2018,Higher Secondary Education
1160,Kolar Gold Field,M Baktavatsalam,4.0,8136388.0,4589000.0,SSLC From Govt. Boys High School KGF In 1967,Kolar,Social Works,House Wife,Social Work / Activism,Cound't Classify,70.0,M,JD(S),8976,6.431227564860392,SC,iFT74wcF,2018,Higher Secondary Education
1161,Yadgir,M Basavaraj,14.0,4304000.0,,"5th Std. From Government Higher Primary School, Waaganagera, Shorapura Taluk,Yadgir Dist.",Yadgir,Business,Agriculture,Business / Entrepreneurship,Agriculture / Farming,51.0,M,AIMEP,1074,0.7435150122188454,GEN,7PL7oo4L,2018,Primary Education
1162,Channagiri,M B Veerabhadrappa,0.0,95000.0,,"SSLC 1980,GOVT JUNIYAR COLLAGE HIGH SCHOOL DEPARTMENT ,CHANNAGERI",Davangere,SMALL BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,57.0,M,IND,456,0.2884359937758549,GEN,giftdsTA,2018,Higher Secondary Education
1163,Indi,Laxmibai Doddappa Tadlagi,0.0,16808059.0,439364.0,BA KARNATAKA UNIVERSITY DARWAD,Bijapur,Agriculture and social work,GOVT Emplyee,"Agriculture / Farming, Social Work / Activism",Politics / Public Service,49.0,F,AIMEP,656,0.3902183676261517,GEN,ASaKppPN,2018,Graduate
1164,Chamarajanagar,M Chinnaswamy,0.0,3933822.0,,LLB FROM VIDYAVARDAKA LAW COLLEGE,Chamarajnagar,LAWYER,HOUSEWIFE,Law / Judiciary,Not Given,47.0,M,IND,506,0.3027927545164591,GEN,CaMWpDjM,2018,Graduate
1165,Belgaum Dakshin,M D Lakshminarayan,0.0,63097459.0,15646846.0,"VIIIth to Xth from Govt High School, Turuvekere Year 1970-71 to 1972-73",Belgaum,Agriculture and Business,House wife Business,"Agriculture / Farming, Business / Entrepreneurship",Business / Entrepreneurship,62.0,M,INC,25806,17.589203557918413,GEN,E8uE3N5Y,2018,Secondary Education
1166,Gundlupet,M C Mohan Kumari Uruf Geetha,0.0,98715469.0,11812347.0,"MA FROM MYSORE UNIVERSITY IN 1991,PhD IN PSYCHOLOGY IN THE YEAR 2013",Chamarajnagar,AGRICULTURIST,Not Given,Agriculture / Farming,Cound't Classify,57.0,F,INC,77467,42.35437556724366,GEN,n4yJL2DS,2018,Doctorate
1167,Chikmagalur,M G Vijayakumar,0.0,2330000.0,1200000.0,"5TH STANDARD ,DANTARA MAKI HIGH SCHOOL",Chikmagalur,Tailor,House wife,Arts / Entertainment,Not Given,38.0,M,IND,1419,0.8806116496419217,GEN,iUmjaUGk,2018,Primary Education
1168,Mayakonda,M Basavaraja Naik,0.0,21427246.0,72549960.0,B.Com From Mysore University Mysore In 1987-88,Davangere,"Social Service,Agriculturist and Business",Agriculturist,"Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism",Agriculture / Farming,56.0,M,JD(U),16640,10.724206157395772,SC,abSoxrzF,2018,Graduate
1169,Holalkere,M Chandrappa,0.0,93951852.0,,B.A IN YEAR 1978-79,Chitradurga,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given,66.0,M,BJP,107976,57.28595227231732,SC,WPyowu6x,2018,Graduate
1170,Sakaleshpur,M Chinnamallaiah,0.0,27798549.0,,Diploma In Civil Engineering Hassan L V politechnic in 1982,Hassan,Retired PWD,teaching,Politics / Public Service,Education / Academia,57.0,M,IND,572,0.35526185034284,SC,D3LeMjcn,2018,Diploma Holder
1171,Hosadurga,M C Dhananjaya,0.0,1050000.0,25000.0,"MA in Kuvempu University ,Davanagere batch -1993",Chitradurga,Self Employed,Not Given,Business / Entrepreneurship,Cound't Classify,50.0,M,IND,122,0.0763234613315316,GEN,K8nbXjkh,2018,Postgraduate
1172,Mandya,M C Nithyananda,0.0,10000.0,,SSLC,Mandya,Not Given,Not Given,Cound't Classify,Cound't Classify,47.0,M,IND,162,0.0979876245259395,GEN,B9HPAnpq,2018,Secondary Education
1173,Turuvekere,M D Ramesh,0.0,54239000.0,23000000.0,3rd std. Govt. Primary School Keshavapura Arakalagudu Taluk,Tumkur,Catering Business,House wife,Hospitality / Tourism,Not Given,45.0,M,IND,2148,1.398993089703593,GEN,kSyV8Lu7,2018,Primary Education
1174,Chamarajanagar,M Honnuraiah,0.0,2150000.0,,10th From 1969-1970 Muncipalci High School Chamraj Nagar,Chamarajnagar,Own Agriculture,Not Given,Agriculture / Farming,Cound't Classify,70.0,M,IND,904,0.5409578064879033,GEN,8mHVufRN,2018,Secondary Education
1175,Krishnaraja,M D Parthasarathy,0.0,2750201.0,83325.0,"SSLC JSS High School, Ramanuja Road, Mysore-1984",Mysore,Business Man,Not Given,Business / Entrepreneurship,Cound't Classify,49.0,M,IND,399,0.2715985514743921,GEN,9Bvbxt82,2018,Higher Secondary Education
1176,Madikeri,M Khaleel,0.0,930000.0,,7TH PURASABA HIDUSTANI PRIMARY 1983-84 MADIKERE,Kodagu,Business,Not Given,Business / Entrepreneurship,Cound't Classify,46.0,M,IND,238,0.1404477805709969,GEN,WS5J5AAo,2018,Primary Education
1177,Narasimharaja,M Khalid,0.0,35000.0,,SSLC Pass,Mysore,Business,Not Given,Business / Entrepreneurship,Cound't Classify,57.0,M,IND,97,0.0599190783580937,GEN,M6hjpj3m,2018,Secondary Education
1178,Sringeri,M K Dayananda,0.0,30892776.0,2960000.0,B.COM incomplete National college shivmoga mysore university,Chikmagalur,Agriculture,Housewife,Agriculture / Farming,Education / Academia,68.0,M,PSS,424,0.3093693680546941,GEN,Pib6nBeU,2018,Unknown
1179,Bangalore South,M Krishanappa,0.0,7200000.0,,10 th nithayananda high school jigani anekal tq -1985-86,Bangalore Urban,Agriculture,House wife,Agriculture / Farming,Not Given,49.0,M,IND,379,0.1187138807536295,GEN,GJiXtfb5,2018,Secondary Education
1180,Mulbagal,M K Chandrakala,0.0,1739005.0,406679.0,"karanataka state open university, 2015",Kolar,House wife,Govt. Employee,Not Given,Unknown,42.0,F,AIMEP,695,0.4225180862058483,SC,oJBVcLqt,2018,Unknown
1181,Chiknayakanhalli,M K Pasha,0.0,770000.0,,"B.sc from kalpathuru college, Tiptor, 7 to 12th huliyuru kankahalli Chikknayakanhalli Taluk.",Tumkur,BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify,32.0,M,AIMEP,1020,0.5645871041663207,GEN,aHaAXVBt,2018,Graduate
1182,Krishnaraja,M K Somashekar,1.0,111148251.0,33162634.0,"B.Com From Mysore University, Mysore, Year-1980-81",Mysore,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,66.0,M,INC,52226,35.55014022381354,GEN,N6gHmn6u,2018,Graduate
1183,Doddaballapur,M Jayalakshmi,0.0,300000.0,,S S L C FROM GOVERNMENT HIGH SCHOOL SACRED HEART GIRLS HIGH SCHOOL IN 1975,Bangalore Rural,House Wife,Not Given,Cound't Classify,Cound't Classify,56.0,F,AIJP,286,0.1694744514301629,GEN,7dgioKsC,2018,Secondary Education
1184,Sira,M L A R Kambanna,0.0,20000.0,,4th Std,Tumkur,Labour,House wife,Cound't Classify,Not Given,46.0,M,IND,456,0.2529623219278392,GEN,EgGhj4SV,2018,Primary Education
1185,Terdal,M M Nadaf,0.0,2145000.0,1750000.0,B.A from Karnataka University Year 2005,Bagalkot,Agriculture,House wife,Agriculture / Farming,Not Given,35.0,M,INCP,266,0.1532169805886757,GEN,SXjH6MaH,2018,Graduate
1186,Doddaballapur,M Manjunath,0.0,3752500.0,200000.0,PUC Govt.college kanasavadi,Bangalore Rural,Agriculture,Housewife,Agriculture / Farming,Education / Academia,44.0,M,AIMEP,143,0.0847372257150814,GEN,8Gtn3Mq2,2018,Higher Secondary Education
1187,Holenarasipur,M Mahesh Urf Harsha,0.0,24517.0,,JOC,Hassan,Journalist,Not Given,Media / Journalism,Cound't Classify,47.0,M,IND,298,0.1651006116479035,GEN,ChumQnyh,2018,Unknown
1188,Bidar,M Muniyappa,4.0,70160654.0,,Unknown,Bidar,"agriculturist ,business",housewife,"Agriculture / Farming, Business / Entrepreneurship",Not Given,58.0,M,BSP,1384,0.9841917751719136,GEN,gSNTNXwT,2018,Unknown
1189,Yelahanka,M N Gopalakrishna,0.0,230082904.0,54086647.0,Puc Junior Colleage Rajaji Nagar Bangalore,Bangalore Urban,Agriculture Real Estate Business,Agriculture,"Agriculture / Farming, Construction / Real Estate",Agriculture / Farming,46.0,M,INC,41449,16.90864217675974,GEN,GKR4Vw8a,2018,Higher Secondary Education
1190,Holenarasipur,M N Raju,1.0,36682570.0,150000.0,"ITI ,Holenarsipura ITI College, Year 1983-85",Hassan,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify,52.0,M,BJP,3667,2.031623969506249,GEN,7Pd9sw49,2018,Vocational Training
1191,Krishnaraja,M Nanjappa,0.0,20000.0,39000.0,Diploma in Civil Engineering KR Pette-1967-68 Tumkur SIT -1974-75,Mysore,Main Retired Engineer,House Wife,Business / Entrepreneurship,Cound't Classify,70.0,M,IND,81,0.0551365480436735,GEN,RS3hyKMh,2018,Diploma Holder
1192,Bangalore South,M Krishnappa,0.0,819461682.0,138154431.0,"SSLC,JSS school",Bangalore Urban,Legislature and social service,Industrialist,"Politics / Public Service, Social Work / Activism",Business / Entrepreneurship,55.0,M,BJP,152427,47.74459288029945,GEN,GreC7E2T,2018,Higher Secondary Education
1193,Indi,M M Bagawan,0.0,362000.0,,7TH STANDARD GOVT URDU BOY HIGHER PRIMARY SCHOOL,Bijapur,LABOUR,LABOUR,Cound't Classify,Cound't Classify,27.0,M,IND,317,0.1885658880144666,GEN,FEduSxvT,2018,Primary Education
1194,Sidlaghatta,M Narayanaswamy,0.0,70000.0,,Unknown,Chikkaballapur,Abacus,House Wife,Education / Academia,Cound't Classify,51.0,M,JBJSP,282,0.1655687462570895,GEN,SuvYskXU,2018,Unknown
1195,B.T.M.Layout,M Muneshwara,0.0,20000.0,,5th GRADE GOVERNMENT PRIMARY SCHOOL,B.B.M.P(South),ELECTRICAL WORK,HOUSE WIFE,Engineering / Technology,Not Given,42.0,M,RPSN,88,0.0647382514786805,GEN,6tzWcS3Q,2018,Primary Education
1196,Humnabad,M Naseemuddin Patel,0.0,20370000.0,2841528.0,10th Passed From Govt High School Kheni Ranjol Tq Dist-Bidar,Bidar,Agriculture,Household,Agriculture / Farming,Not Given,56.0,M,JD(S),34280,21.5144193052374,GEN,AFWkSQ5t,2018,Secondary Education
