,constituency,name,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category
1772,Mandya,Kaveri Shreya M J,0,2688012,2397956,Postgraduates,"MBA from Finance and IT, CV Raman University, Bilaspur (C.G.) in 2014",Mandya,working at Heera Group,Business,Business / Entrepreneurship,Business / Entrepreneurship,32,F,AIMEP,670,0.405257459459132,GEN
1773,Mandya,M B Naganna Gowda,,,,,,,,,,,39,M,IND,419,0.253437127631905,GEN
1774,Mandya,Rajesha Chakanahalli,0,11000,100000,Postgraduates,"MA 2011, M phil 2016 (passed) Manasa Gangothri Mysore University",Mandya,Guest Lectures,Not Given,Education / Academia,Cound't Classify,30,M,IND,363,0.219564862363679,GEN
1775,Mandya,Krishna C M,0,109086,32830,Unknown,Diploma Paramedical (Failed),Mandya,Agriculture,Housewife,Agriculture / Farming,Education / Academia,35,M,IND,308,0.186297458975242,GEN
1776,Mandya,B S Shivakumar,0,413000,,Diploma Holders,I.T.I IN ELECTRONIC MECHANICAL AND S.S.L.C,Mandya,EMPLOYEE IN PRIVATE COMPANY,Not Given,Business / Entrepreneurship,Cound't Classify,30,M,KPJP,292,0.176619668898607,GEN
1777,Mandya,Manjunatha S J,1,5544116,2500000,Graduates,B.Sc. from Kuvempu University Shimoga District In The Year 1998,Mandya,Class I P.W.D. Contractor,Housewife,Law Enforcement / Security,Education / Academia,41,M,IND,249,0.150610608067647,GEN
1778,Mandya,K Mallesha,0,588625,14300,Secondary Education,"Passed SSLC in The Year 1972, SVMS High School Kilara",Mandya,BDA Retired Employee,Household,Construction / Real Estate,Not Given,63,M,IND,180,0.108875138362155,GEN
1779,Mandya,M C Nithyananda,0,10000,,Secondary Education,SSLC,Mandya,Not Given,Not Given,Cound't Classify,Cound't Classify,47,M,IND,162,0.0979876245259395,GEN
1780,Mangalore,U T Abdul Khadar Ali Fareed,0,24716913,,Postgraduates,B.A In 1994 LLB In 2003 From Mangalore University S.D.M. Law College Mangalore,Dakshina Kannada,Advocate,Business,Law / Judiciary,Business / Entrepreneurship,49,M,INC,80813,54.1069109120368,GEN
1781,Mangalore,Santhosh Kumar Rai,1,47864531,9574992,Higher Secondary Education,"PUC from Karnataka P U Board, Govt. College, Mangalore Year 1984",Dakshina Kannada,Agriculture and Business,Agriculture and House wife,"Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Not Given",53,M,BJP,61074,40.8910135379423,GEN
1782,Mangalore,K Ashraf,0,4729341,1650000,Secondary Education,"High School, Bhadriya Learning Centre, Kandhaka, Mangalore",Dakshina Kannada,Merine and Mermaid related jobs and Business,Housewife,"Business / Entrepreneurship, Law Enforcement / Security",Education / Academia,51,M,JD(S),3692,2.47191312149332,GEN
1783,Mangalore,Nithin Kumar Alias Nithin Kuthar,1,236067,,Graduates,"B.COM. FROM MANGALORE UNIVERSITY, LLB FROM DHARMASTHALA MANJUNATHESHWARA LAW COLLEGE, MANGALORE",Dakshina Kannada,LAWYER,Not Given,Law / Judiciary,Cound't Classify,26,M,CPM,2372,1.58813053201033,GEN
1784,Mangalore,NOTA,,,,,,,,,,,,,NOTA,821,0.549685989367827,GEN
1785,Mangalore,Usman,0,6519000,3500000,Primary Education,Completed 5th standard in Kaikamba Rosa Mistika High Primary School.,Dakshina Kannada,Social Worker,Housewife,Social Work / Activism,Education / Academia,45,M,AIMEP,586,0.392345907149265,GEN
1786,Mangalore City North,Dr. Y. Bharath Shetty,0,150531091,13297696,Doctorates,Master of Dental Surgery (MDS) From Rajiv Gandhi University Health Science Bangalore In 1998,Dakshina Kannada,Principal Of A.j. Institute of Dental Sciences Mangalore,Reader In Manipal Colege of Dental Sciences Mangaluru,Education / Academia,Education / Academia,47,M,BJP,98648,56.0168991050742,GEN
1787,Mangalore City North,Mohiuddin Bava,1,269537942,158527187,Primary Education,"Class X from Vidyadayinee High School, Surathkal, Mangaluru (Not completed)",Dakshina Kannada,Social worker,Business Woman,Social Work / Activism,Business / Entrepreneurship,54,M,INC,72000,40.8849316313087,GEN
1788,Mangalore City North,Abdul Muneer Alias Muneer Katipalla,1,736718,,Literate,"8th Pass From Vidyadaini School, Soorathkal, Mangaluru, Year-1987-88",Dakshina Kannada,CPI Party Worker,House Wife,"Politics / Public Service, Social Work / Activism",Cound't Classify,43,M,CPM,2472,1.40371598600826,GEN
1789,Mangalore City North,NOTA,,,,,,,,,,,,,NOTA,1166,0.662108753918139,GEN
1790,Mangalore City North,P.M. Ahammad,1,1346500,225000,Primary Education,"1st to 5th Std Studied in 2nd Stage, Kathipalya Mangalore",Dakshina Kannada,Business,Tailor,Business / Entrepreneurship,Arts / Entertainment,48,M,AIMEP,900,0.511061645391359,GEN
1791,Mangalore City North,Maxim Pinto,0,30525000,31560000,Secondary Education,"S.S.L.C from ST. Jf Juniour College , Mangalore Year 1981",Dakshina Kannada,Agriculture and Business,House wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given,54,M,IND,355,0.201585426793258,GEN
1792,Mangalore City North,Suresh.B.Salian,0,6523000,200000,Secondary Education,SSLC,Dakshina Kannada,Salon,House Wife,Arts / Entertainment,Cound't Classify,47,M,ABHM,303,0.172057420615091,GEN
1793,Mangalore City North,Supreeth Kumar Poojary,0,1321000,,Diploma Holders,"S.S.L.C- From 993, St. Aloysius High School , Mangalore Diploma in Electronics (I.T.I), St. Aloysius College Mangalore",Dakshina Kannada,Electronic Service and Social Service,Not Given,"Engineering / Technology, Social Work / Activism",Cound't Classify,41,M,LAD,260,0.147640030890837,GEN
1794,Mangalore City South,D. Vedavyasa Kamath,0,187268696,8620000,Graduates,B.Com. From Canara College Mangalore University 2000,Dakshina Kannada,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,40,M,BJP,86545,52.9693304852895,GEN
1795,Mangalore City South,John Richard Lobo,0,74748273,,Postgraduates,"B.Ed from Mysore University in 1975, B.Sc from Mysore University in 1973",Dakshina Kannada,Retired State Government Officer,"Director of Secondary Education, Department of Publication Instruction, Government of Karnataka",Education / Academia,"Education / Academia, Politics / Public Service",65,M,INC,70470,43.1307264347836,GEN
1796,Mangalore City South,Sunil Kumar Bajal,1,3271751,,Graduates,"St. Allosious Sandhya College,Mangalore .Year -1998",Dakshina Kannada,CCI Party Member,Bakery And LIC Agent,Politics / Public Service,Business / Entrepreneurship,40,M,CPM,2329,1.42545000520237,GEN
1797,Mangalore City South,NOTA,,,,,,,,,,,,,NOTA,1063,0.650602557118987,GEN
1798,Mangalore City South,R. Srikar Prabhu,0,48491618,21793970,Postgraduates,"LLB From Sri Dharmasatala Manjunatheshwara Law College in 2017, B.A. From University College Hampankatte in 1993",Dakshina Kannada,Business,Advocate,Business / Entrepreneurship,Law / Judiciary,49,M,IND,861,0.526969709952444,GEN
1799,Mangalore City South,Rathnakara Suvarna,0,2683000,250000,Secondary Education,"9th Std From Kashmir High School, Jampu, Mangalore Year 1984",Dakshina Kannada,Business,House wife,Business / Entrepreneurship,Not Given,49,M,JD(S),773,0.473109855741276,GEN
1800,Mangalore City South,Madan M.C.,0,5367005,1060000,Postgraduates,M.B.A From SiKkim Manipal University In 2006-2008,Dakshina Kannada,Social service,Not Given,Social Work / Activism,Cound't Classify,32,M,IND,708,0.433327008880755,GEN
1801,Mangalore City South,Mohammed Iqbal,1,1421000,965000,Primary Education,"1st to 7th Std Studied in J.P High School Kathipalya, Mangalore and 8th 9th Studied in Govt. School",Dakshina Kannada,Business,Tailor,Business / Entrepreneurship,Arts / Entertainment,42,M,AIMEP,230,0.14077007350646,GEN
1802,Mangalore City South,Reena Pinto,0,30525000,15780000,Higher Secondary Education,SSLC From St Agnes High School Mangalore In 1989 PUC From st Romonic School Mumbai In 1991,Dakshina Kannada,Not Given,"Farming ,Constructed items",Cound't Classify,"Agriculture / Farming, Construction / Real Estate",45,F,IND,148,0.0905824820824178,GEN
1803,Mangalore City South,Dharmendra,0,4989600,2500000,Unknown,Degree Course (not Completed Mysore University),Dakshina Kannada,Civil Contractor,Shares Adviser,Construction / Real Estate,Banking / Finance,50,M,ABHM,97,0.0593682483918549,GEN
1804,Mangalore City South,Mahammad Khalid,0,576761,,Unknown,Unknown,Dakshina Kannada,Commission Agent Broker,House Wife,Business / Entrepreneurship,Cound't Classify,44,M,IND,94,0.0575321169982923,GEN
1805,Mangalore City South,Supreeth Kumar Poojary,0,1321000,,Secondary Education,"SSLC from St. Aloysius High School, Mangalore, Diploma in Electronics (ITI) from St. Aloysius College, Mangalore",Dakshina Kannada,Electronic Service and Social Service,Not Given,"Engineering / Technology, Social Work / Activism",Cound't Classify,41,M,HJP,69,0.042231022051938,GEN
1806,Manvi,Raja Venkatappa Nayak,0,17790378,4391715,Graduates,BA 1993 Bangalore University Bangalore,Raichur,agricultiure and social service,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify,46,M,JD(S),53548,34.7594658981,ST
1807,Manvi,Dr Preeti Methre,0,26840033,15383333,Postgraduates,Bachelor of Ayurved Medicine Surgery From D.G.M. Ayurvedic Medical College And Hospital In 2016,Raichur,Doctor,Civil Contractor,Medicine / Healthcare,Construction / Real Estate,26,F,IND,37733,24.4935184644245,ST
1808,Manvi,Sharanappa K Gudadinni,0,27612500,1900000,Primary Education,"7th Standard From HPS K.Gudadinni,Year-1987",Raichur,Agriculture,House wife,Agriculture / Farming,Not Given,44,M,BJP,30250,19.6360992645388,ST
1809,Manvi,G Hampayya Nayak,0,25018218,1792619,Secondary Education,"SSLC Government High school Gulbarga , Kalburgi",Raichur,Agriculture and MLA,Not Given,"Agriculture / Farming, Politics / Public Service",Cound't Classify,79,M,INC,28177,18.2904584785755,ST
1810,Manvi,NOTA,,,,,,,,,,,,,NOTA,1870,1.21386795453512,ST
1811,Manvi,Krishna Nayak,0,2968500,40000,Diploma Holders,"Diploma Electrical Engineer 2nd year Incomplete,Govt.Polytechnic Raichur,Year-1992-93, PUC Science From LVD College,Raichur,Gulbarga University,Gulbarga,Year-1990-91",Raichur,Agriculture and Social Service,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify,47,M,AIMEP,1240,0.804917788033988,ST
1812,Manvi,Mudukappa Nayak,0,24055000,7985000,Literate,SSLC Fail Govt High School Manvi .,Raichur,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,55,M,IND,1235,0.801672151791915,ST
1813,Maski,Pratapagouda Patil,0,49269393,3861295,Graduates,BACHELORS OF ARTS FROM KARNATAKA UNIVERSITY DHARWAD IN YEAR 1980-81,Raichur,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given,63,M,INC,60387,44.1696655841306,ST
1814,Maski,Basanagowda,0,17804247,803982,Secondary Education,vasavi high school sindanuru,Raichur,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,53,M,BJP,60174,44.0138681646625,ST
1815,Maski,Rajasomanath Nayak,0,26673519,109144,Higher Secondary Education,puc passed out in the year2000-01 KCD COLLEGE,Raichur,"self employed,agriculture",house wife,"Business / Entrepreneurship, Agriculture / Farming",Not Given,36,M,JD(S),11392,8.33260189004944,ST
1816,Maski,NOTA,,,,,,,,,,,,,NOTA,2049,1.49872728868603,ST
1817,Maski,Basavanagaud,0,4360940,1235445,Secondary Education,SSLC FROM SHASHIDHAR SWAMY VIDYANIKETANNA SAMYUKTA COLLAGE PASSED IN THE YEAR 1973-74,Raichur,AGRICULTURE,House Wife,Agriculture / Farming,Cound't Classify,68,M,IND,983,0.719008748061675,ST
1818,Maski,Babu Nayak,0,5200000,2300000,Unknown,Unknown,Raichur,Contractor,House Wife,Consulting / Advisory,Cound't Classify,44,M,AIMEP,910,0.665613388337868,ST
1819,Maski,Amaresh Matur,0,50000,1361419,Secondary Education,SSLC MARCH 2001 KSEEB BANGALOURE,Raichur,AGRICULTURE,House Wife,Agriculture / Farming,Cound't Classify,33,M,IND,821,0.600514936071857,ST
1820,Mayakonda,Linganna,0,64420805,5932630,Postgraduates,"MA-Mangalagangothri,Mysore Manasagangothri University, Year 1979",Davangere,Agriculturalist and Social worker,Housewife and Social Worker,"Agriculture / Farming, Social Work / Activism","Social Work / Activism, Not Given",65,M,BJP,50556,32.582510005607,SC
1821,Mayakonda,K.S.Basavaraj,0,17294814,1277497,Higher Secondary Education,P U C DAVANAGERE A R J COLLEGE 1991-92,Davangere,SOCIAL WORKER AND BUSINESS,House Wife,"Social Work / Activism, Business / Entrepreneurship",Cound't Classify,49,M,INC,44098,28.420435284185,SC
1822,Mayakonda,H.Anandappa,0,52990460,11800000,Secondary Education,"7th From Govt.Kannada Medium School,Matadahatti",Davangere,Social Service and Business,Head of the Institute,"Social Work / Activism, Business / Entrepreneurship",Education / Academia,63,M,IND,27321,17.6079348813828,SC
1823,Mayakonda,M Basavaraja Naik,0,21427246,72549960,Graduates,B.Com From Mysore University Mysore In 1987-88,Davangere,"Social Service,Agriculturist and Business",Agriculturist,"Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism",Agriculture / Farming,56,M,JD(U),16640,10.7242061573957,SC
1824,Mayakonda,Sheela Naik,0,84650000,11700000,Postgraduates,"B.A in Dharwad University(1978-79) M.A and LLB in R.L. Law College, Davangere(1979-82)",Davangere,Advocate,Advocate,Law / Judiciary,Law / Judiciary,52,F,JD(S),11085,7.14410007540457,SC
1825,Mayakonda,NOTA,,,,,,,,,,,,,NOTA,1258,0.81076029723581,SC
1826,Mayakonda,Narasimhamurthy.H,0,125000,60000,Higher Secondary Education,"PUC From SSJVP,Junior College,Santhebennur,Channagiri Taluk in 2004",Davangere,wages,Housewife,Unknown,Education / Academia,36,M,SJPL,930,0.599369695094835,SC
1827,Mayakonda,Bharath L,0,63870805,5932630,Postgraduates,"MBA From Vidya Vikas Vidya Samste(VIsveshwarayya Technical University),Year 2014",Davangere,Agriculture and Social Service,Not Given,"Agriculture / Farming, Social Work / Activism",Cound't Classify,28,M,IND,902,0.581324155887679,SC
1828,Mayakonda,Vimala.K.A,0,10350000,4500000,Secondary Education,"April,1992-93,SSLC Pass,Goverment High School,Ramanagara,Ramanagara Dist.",Davangere,Social Service and Housewife,State Government Retired Government Employee,"Social Work / Activism, Not Given",Politics / Public Service,50,F,AIMEP,671,0.432448457428639,SC
1829,Mayakonda,Srinivasa P,0,5151500,6903000,Literate,B.Com Failed From ARM College,Davangere,Private Employee,Housewife,Business / Entrepreneurship,Education / Academia,34,M,ABHM,660,0.425359138454399,SC
1830,Mayakonda,Nagarajappa,0,,,Primary Education,5th pass,Davangere,SOCIAL WORKER,Not Given,Social Work / Activism,Cound't Classify,63,M,IND,618,0.398290829643665,SC
1831,Mayakonda,Basavarajappa.K.C,0,20000,,Higher Secondary Education,"12th,Shree Taralabaalu Jagadguru PU College,Harapanahalli,PU Board Bangalore,2009-10",Davangere,Goldsmith,Not Given,Arts / Entertainment,Cound't Classify,29,M,KPJP,424,0.273261022279796,SC
1832,Melukote,C S Puttaraju,0,76883468,18135366,Higher Secondary Education,"PUC From Sharadhavilaasa College, Mysore, Year-(1980-81)",Mandya,"Agriculture, Rent and Rice Mill","House Wife, Rental and Business Share","Agriculture / Farming, Construction / Real Estate",Hospitality / Tourism,54,M,JD(S),96003,54.8698311090789,GEN
1833,Melukote,K.S.Darshan,0,380200,320000,Secondary Education,"SSLC, K.V.V English School, Subbanna Garden, Bangalore-2006",Mandya,Business,House Wife,Business / Entrepreneurship,Cound't Classify,41,M,SWARAJ,73779,42.1678621438573,GEN
1834,Melukote,Sundahalli Somashekara,0,52667500,7000000,Diploma Holders,"Diploma in Civil Engineering in C.P.C Polytechnic, Mysore yr 1982-84",Mandya,"Agriculturist, Business Private Lease",Not Given,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,49,M,BJP,1595,0.911610893607293,GEN
1835,Melukote,NOTA,,,,,,,,,,,,,NOTA,979,0.559540479524476,GEN
1836,Melukote,B.K.Puttaraju,0,1050000,195000,Graduates,"BAL, LLB, P.E.S Law Collage, Mandya 2013",Mandya,Lawyer,Data Operator,Law / Judiciary,Information Technology,36,M,IND,689,0.39379304432315,GEN
1837,Melukote,Mahesh,0,765000,,Postgraduates,LLB PES COLLEGE 2004 AND B.COM S.B.COLLEGE SAGARA-2001,Mandya,LAWYER,TAILORING,Law / Judiciary,Construction / Real Estate,38,M,AIMEP,498,0.284628354242277,GEN
1838,Melukote,Darshan.K.Seenegowda,,,,,,,,,,,28,M,IND,301,0.172034406881376,GEN
1839,Melukote,D K Ravikumar,0,250000,250000,Unknown,SSLC Fail.,Mandya,Agriculture,Agriculture House Wife,Agriculture / Farming,"Agriculture / Farming, Not Given",39,M,IND,260,0.148601148801188,GEN
1840,Melukote,Mahesha,0,235000,,Secondary Education,7 TH Standard Government High School Kyathanahalli,Mandya,Small business,Tailor,Business / Entrepreneurship,Arts / Entertainment,34,M,JANSAMAP,210,0.12002400480096,GEN
1841,Melukote,Puttaraju,1,3041,,Secondary Education,"10th Pass, Vijaya Collage, Pandavapura.",Mandya,Not Given,Not Given,Cound't Classify,Cound't Classify,33,M,IND,163,0.0931614894407452,GEN
1842,Melukote,Rohini,0,113000,,Illiterate,"SSLC Fail, Chandagalu High School, 1993.",Mandya,House Wife,Ex Soldier,Cound't Classify,Military / Defense,43,F,SP,153,0.0874460606406995,GEN
1843,Melukote,Arun Kumar,0,5133500,,Secondary Education,"SSLC Fail, Govt. High School, Chinakurali. Year 1997-98",Mandya,Business,Prison Staff,Business / Entrepreneurship,Law Enforcement / Security,37,M,IND,133,0.0760152030406081,GEN
1844,Melukote,H Narayana,0,90000,,Unknown,Learning in Adult Education.,Mandya,Coolie,Not Given,Unknown,Cound't Classify,59,M,IND,117,0.0668705169605349,GEN
1845,Melukote,G.M.Ramesh,0,80200,,Secondary Education,"10th Pass, Govt. Primary School, Basaralu Village, Mandya",Mandya,Business,House Wife,Business / Entrepreneurship,Cound't Classify,47,M,KJP,85,0.0485811448003886,GEN
1846,Molakalmuru,B Sreeramulu,4,185211180,4208766,Graduates,"B.A., Alagappa University 2008",Chitradurga,Bussinessman,House wife,Business / Entrepreneurship,Not Given,47,M,BJP,84018,43.6346072947665,ST
1847,Molakalmuru,B Yogesh Babu,0,6312869,100000,Doctorates,"from 1 to 7th Govt School B.G Kere, 8th standard in Govt High School B.G Kere, 9 to 10th in Shrichinthamaneshwara High School Hirehalli, PUC in Ravindra Pre University College Challakere, B.A in H.P.P.C College Challakere and M.A, Mphil, PhD in Kuvempu Un",Chitradurga,Agriculture and Holly Dist. Panchayat Member,Unmarried,"Agriculture / Farming, Politics / Public Service",Cound't Classify,34,M,INC,41973,21.7986071078011,ST
1848,Molakalmuru,S. Thippeswamy,0,25696011,7500000,Graduates,BA B.Ed From TMC college Huvinahadagali Bellary District Gulbarga University In 1981-82,Chitradurga,Social service and Politics,Pouthi,"Politics / Public Service, Social Work / Activism",Unknown,69,M,IND,41152,21.3722221356641,ST
1849,Molakalmuru,Patel G M Thippeswamy (Yathnahatty Gowdru),0,10350000,3750000,Secondary Education,"S.S.L.C FROM GOVERNMENT HIGH SCHOOL, TURUVANURU VILLAGE, CHITRADURGA DIST ,YEAR- 1961-1962, Karnataka HIGH EDUCATION EXAMINATION BOARD,BANGALORE",Chitradurga,AGRICULTURIST,Not Given,Agriculture / Farming,Cound't Classify,65,M,JD(S),15262,7.92629408618066,ST
1850,Molakalmuru,S. Chandranna (Yattinahatty),0,71000,25000,Higher Secondary Education,PUC BAPUJI PRE UNIVERSITY COLLEGE CHALLEKERE 1993-94,Chitradurga,labour,House Wife,Cound't Classify,Cound't Classify,41,M,IND,3223,1.67385964092257,ST
