,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
1344,Holenarasipur,Manjegowda B P,INC,56.0,1.0,136570044.0,5477498.0,Diploma Holders,"9th 10th Pass From Navodaya High School Chanarayapattan, Year-1976-1979, Diploma in mechanical engineering, Smt.L V Polytechnic, Hassan, 1997-1982",Hassan,Resigned in Motor Vehicle Department,House Wife,Law Enforcement / Security,Cound't Classify
1345,Hubli-Dharwad Central,Mammad Javeed Mudagal,IND,27.0,0.0,25000.0,,Primary Education,"7th fro Gath Urdu Primary School, Hubli",Dharwad,Hotel Business,Not Given,Hospitality / Tourism,Cound't Classify
1346,Kolar,Manjula,IND,41.0,0.0,1012500.0,,Secondary Education,SSLC,Kolar,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
1347,Devadurga,Mamitha Siddayyatata Guruvina,IND,27.0,0.0,21075000.0,849844.0,Graduates,"B.COM Graduate From Channabasaveshwara College,Bhalki,Bidar District Gulbarga University,Year-2010-2011",Raichur,House wife,Agriculture,Not Given,Agriculture / Farming
1348,Narasimharaja,Mangalagowri,All India Mahila Empowerment Party,41.0,0.0,955000.0,480000.0,Higher Secondary Education,"2nd year B.A in KSOU, Mysore(2009).",Mysore,Business-Flower Designing,Medical Sales(Separated),"Business / Entrepreneurship, Arts / Entertainment",Medicine / Healthcare
1349,Muddebihal,Mangaladevi Biradar,JD(S),60.0,0.0,35619796.0,4953503.0,Doctorates,"M.A.,B.Ed., KARNATAKA UNIVERSITY IN 1993",Bijapur,House wife and agriculture,agricltucre and contracter,"Agriculture / Farming, Law / Judiciary",Agriculture / Farming
1350,Heggadadevankote,Manjula N V,SP,32.0,0.0,3017000.0,1215000.0,Higher Secondary Education,"PUC in Govt PU coolege,Pandavapura,Mandya District",Mysore,Social Service,Police Head Constable,Social Work / Activism,Law Enforcement / Security
1351,Malur,Manjunath,IND,43.0,0.0,136078.0,,Secondary Education,9th Std. Tekal Govt High School 1990,Kolar,Agriculture,Housewife,Agriculture / Farming,Education / Academia
1352,Honnali,Manjunath A K,IND,30.0,0.0,551000.0,110000.0,Secondary Education,"10th standard in Govt. Balabheema High School, Nagavand, Hirekerur Taluk, Haveri Dist.(2006-07)",Davangere,Agriculturist,Nothing,Agriculture / Farming,Not Given
1353,Gulbarga Rural,Manjunath Annappa,IND,35.0,0.0,77000.0,,Diploma Holders,Diploma,Gulbarga,Private Employee,Not Given,Business / Entrepreneurship,Cound't Classify
1354,Tumkur City,Manjula M,Rashtriya Manav Vikas Party,50.0,0.0,50000.0,25000.0,Secondary Education,SSLC from Karnataka State Secondary Board,Tumkur,"Self Employed, Catering",Not Given,Business / Entrepreneurship,Cound't Classify
1355,Raybag,Manjula Vasant Asode,RPI,33.0,0.0,1162084.0,,Primary Education,3rd standard govt primery kannada meadium school,Belgaum,social service,house wife,Social Work / Activism,Not Given
1356,Kushtagi,Manjula Mariyappa Madival,Indian New Congress Party,27.0,0.0,990000.0,47500.0,Secondary Education,SSLC In Govt High School Sddapaura 2007,Koppal,House wife,Farmer,Not Given,Agriculture / Farming
1357,Babaleshwar,Manjula Kishan Chavan,Jana Samanyara Party (Karnataka),36.0,0.0,173500.0,93305.0,Secondary Education,"SSLC from Banjara High School, Vijayapur in 1999",Bijapur,Kooli,Kooli,Not Given,Not Given
1358,Shimoga Rural,Manikanta B.L.,IND,26.0,0.0,2212000.0,,Higher Secondary Education,"PUC in Graduate State College, Shimoga-2008-09",Shimoga,Self Employee Business,House Wife,Business / Entrepreneurship,Cound't Classify
1359,Kanakagiri,Manjula Ravikumar,JD(S),39.0,0.0,5267613.0,500000.0,Secondary Education,10th From HR sarojamma samyuktha pre university college gangavathi 1997,Koppal,Tenacity Tailor housewife,Bank employee,"Arts / Entertainment, Law / Judiciary",Banking / Finance
1360,Hebbal,Manjunath M,RPI,40.0,1.0,5408771.0,238641.0,Secondary Education,7 th in Brundavana english high school 1994,B.B.M.P(North),CVL contractor,house wife,Cound't Classify,Not Given
1361,Bangalore South,Manjunath K H,IND,32.0,0.0,11038000.0,920000.0,Graduates,"B.E in Dr. AIT, Bangalore (2004-2008).",Bangalore Urban,Construction Business,Housewife,Construction / Real Estate,Education / Academia
1362,Dasarahalli,Manjunath B.R,IND,37.0,0.0,1679070.0,250000.0,Secondary Education,"10th Pass, Sri Aurbindo Vidya Mandir, Near Modi Hospital, Rajajinagar, Bangalore. Year 1996",Bangalore Urban,Employee-Private Company,Housewife,Not Given,Education / Academia
1363,Koppal,Manjunath Gavisiddappa Palled,Janahitha Paksha,43.0,0.0,520000.0,100000.0,Secondary Education,9th from Shri Ramkumara Srinivas Third High School Hitanala Tq Dist koppala in 1988,Koppal,Agriculture,Household work And Agriculture,Agriculture / Farming,"Social Work / Activism, Agriculture / Farming"
1364,Byndoor,Manjunath K,IND,37.0,3.0,2825500.0,120000.0,Graduates,"B.E. FROM VIVAKANANDA TECHINICAL UNIVERSITY, BANGLORE YEAR-30 10 11",Udupi,Not Given,Not Given,Cound't Classify,Cound't Classify
1365,Hirekerur,Manjunath Manohar Sanu,IND,32.0,0.0,7436500.0,2852254.0,Graduates,B.A Part-1,Haveri,Gold-Silver Business Bus Travels,Not Given,"Business / Entrepreneurship, Transportation / Logistics",Cound't Classify
1366,Hubli-Dharwad West,Manjunath S. Halagalimath,KPJP,26.0,0.0,187500.0,10000.0,Secondary Education,SSLC FROM ST. PALS SCHOOL GOKUL ROAD HUBBALLI PASSING DATE-2007-2010,Dharwad,Business,House wife,Business / Entrepreneurship,Not Given
1367,Gadag,Manjunath Basappa Abbigeri,IND,64.0,0.0,38842780.0,3300000.0,Secondary Education,SSLC AT VIDYADANA SAMITHI BOYS HIGH SCHOOL GADAG IN THE YEAR 1972,Gadag,SOCIAL SERVICE EDITOR KITTOOR KANNADA DAILY PAPER OWNER,HOUSE WIFE,"Social Work / Activism, Media / Journalism",Not Given
1368,Arkalgud,Manjunatha H P,Bharatiya Dr. B.R.Ambedkar Janta Party,38.0,0.0,2350000.0,,Primary Education,"Has completed 7th standard in Govt high school, J.Hosahally, Ramnathapura Hobli, Arakalgud Taluk From 1986-1993",Hassan,Agriculturist,Agriculturist,Agriculture / Farming,Agriculture / Farming
1369,Mahalakshmi Layout,Manjunatha H.S,INC,28.0,0.0,2538642.0,482121.0,Graduates,"B.A From Seshadripuram Evening Degree College, Bangalore University Completed In 2012",B.B.M.P(North),Business- Dealing In Agricultural Equipment,Not Given,"Business / Entrepreneurship, Agriculture / Farming",Cound't Classify
1370,Ramanagaram,Manjunath. J,IND,32.0,0.0,,,Higher Secondary Education,"PUC FROM PRE UNIVERSITY COLLEGE , RAMANAGARA.",Ramanagaram,TELECALLER,COMPUTER OPERATOR,Media / Journalism,Information Technology
1371,Periyapatna,Manjunatha S,BJP,31.0,0.0,80570000.0,2742429.0,Graduates,"BE-PESTI Hosakerehalli, VTU University passed in -2008",Mysore,Building Director of Mines Mud Bangalore,Not Given,Construction / Real Estate,Cound't Classify
1372,Sringeri,Manjunatha Yane Abraham,IND,57.0,1.0,1200000.0,750000.0,Secondary Education,"SSLC in Junior College, Koppa(1979).",Chikmagalur,Self Service as a Social Worker.,Not Given,Social Work / Activism,Cound't Classify
1373,Mandya,Manjunatha S J,IND,41.0,1.0,5544116.0,2500000.0,Graduates,B.Sc. from Kuvempu University Shimoga District In The Year 1998,Mandya,Class I P.W.D. Contractor,Housewife,Law Enforcement / Security,Education / Academia
1374,Hosadurga,Manjunatha V Bandre,KPJP,47.0,0.0,1100000.0,,Graduates,"CPID,Sarvoodaya Dhruhika teacher college,Hosadurga batch 1994-95",Chitradurga,"Teacher in GK national school,,Holalkere",House Wife,Education / Academia,Cound't Classify
1375,Dasarahalli,Manjunatha R,JD(S),59.0,0.0,266066219.0,41863525.0,Secondary Education,"10th Class,Kanasavadi School,Madurae hobli,Doddabalapur dist.Bang. Dist. year 1975",Bangalore Urban,Self Employment and Buisness,Housewife,Business / Entrepreneurship,Education / Academia
1376,Hosakote,Manjunatha Gowda T V,IND,48.0,0.0,8112000.0,,Secondary Education,"SSLC From C.Ranganath High School, Kalkunte, Hoskote Taluk, Bangalore Rural",Bangalore Rural,Agriculture,House wife,Agriculture / Farming,Not Given
1377,Bhatkal,Mankal Vaidya,INC,46.0,3.0,117952503.0,24365249.0,Primary Education,8TH PASS FROM JANATA VIDYALAYA MURUDESHWAR IN MARCH 1988,Uttara Kannada,FISH BUSINESS,HOUSEWIFE,Agriculture / Farming,Not Given
1378,Hubli-Dharwad West,Mannari Vadiraj,All India Hindustan Congress Party,45.0,0.0,5129000.0,,Postgraduates,"SSLC Government PU College Haliyaala Uttara Kannada 1990, GODC Degree College (virtue education) Dharwad 1992 PGDCA Compuetr Society Of India Delhi 1993",Dharwad,Journalist In Crimes Lok Weekly Magazine And Computer Education Center,Private Worker,Media / Journalism,Unknown
1379,Shahapur,Manohar,IND,50.0,0.0,5968015.0,1000000.0,Graduates,"B.Com. From Government First Grade Degree College, Shahapura",Yadgir,Contractor,Housewife,Consulting / Advisory,Education / Academia
1380,Kapu,Mansoor Ibrahim,JD(S),43.0,0.0,46530499.0,8318100.0,Secondary Education,"1-7th Standard in Govt. High School, Maravanthe, Byndoor Taluk, Udapi Dist. and 8-10th standard in Govt. High School , Navunda, Byndoor Taluk, Udapi Dist.",Udupi,Fish Business and Transportation Industry,Fish Business and Transportation Industry,"Agriculture / Farming, Transportation / Logistics","Agriculture / Farming, Transportation / Logistics"
1381,Yemkanmardi,Maruti Mallappa Ashtagi,BJP,39.0,1.0,2914265.0,,Postgraduates,"B.A. Form B.K College Belgavi Year 2004, B.Ed From Kamala Nehru College Banglore Year 2007",Belgaum,Tuition,Not Given,Education / Academia,Cound't Classify
1382,Byndoor,Marakala Manjunatha Basava,IND,45.0,0.0,175200.0,,Secondary Education,10th pass,Udupi,Agriculture,Household,Agriculture / Farming,Not Given
1383,Gulbarga Dakshin,Maqbool Khan Heerapur,IND,49.0,0.0,100000.0,,Postgraduates,"M.A (Urdu) Mysore Open University,Mysore -1991",Gulbarga,Social Worker,Household,Social Work / Activism,Not Given
1384,Bagalkot,Manohar Somappa Meti,IND,57.0,0.0,7380000.0,892000.0,Higher Secondary Education,"12th Pass, Bembalagi PU Collage, Ramadurga. Year 1978-79, SSLC, VBC High School, Muddebihala, Year 1977-78",Bagalkot,Agriculture,Housewife,Agriculture / Farming,Education / Academia
1385,Mahalakshmi Layout,Manohar H. Ayyannavar,IND,56.0,0.0,8644000.0,,Graduates,"B.Ed From Bangalore University, MES College, Bangalore,in the Year 1995, and B.Sc From Karnataka University, SSK Basaveshwara College, Basavakalan, In the year From 1975-1978",B.B.M.P(North),Agriculturist,FDA,Agriculture / Farming,Not Given
1386,Yadgir,Maruti Rao,Dr. Ambedkar Peoples Party,46.0,0.0,2248000.0,,Higher Secondary Education,"PUC,Govt Pre University College,Gulbarga,1990",Yadgir,Agriculture and Social Service,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia
1387,Bilgi,Mansursab Babajan Mujwar,IND,40.0,0.0,35135000.0,1400000.0,Secondary Education,SSLC From SRI SANGAMESHWARA PADAVI POORVA COLLEGE KOLAR IN1995-96,Bagalkot,Social Works,House Wife,Social Work / Activism,Cound't Classify
1388,Chikmagalur,Mansoor Ahmed,IND,43.0,0.0,2375000.0,,Higher Secondary Education,Govt. school junior college belur Chickamagalur,Chikmagalur,Electrician work,House wife,Law Enforcement / Security,Not Given
1389,Gulbarga Rural,Maruti Tukaram,CPI(M),61.0,5.0,1624446.0,337681.0,Graduates,"TDB holihigh school katak chincholi, Govt degree university mahangavi, SB college gulbarga university gulbarga, in 1976",Gulbarga,social worker,house wife,Social Work / Activism,Not Given
1390,Madhugiri,Maruthi G.H,IND,30.0,0.0,227884.0,,Higher Secondary Education,"PUC,2004-2005, Govt Independant Pre-University College",Tumkur,Agriculture and Labour,Not Given,"Agriculture / Farming, Unknown",Cound't Classify
1391,Malavalli,Mantyalingu,RPI(A),67.0,0.0,18257017.0,140000.0,Postgraduates,LLB Vidhyavardaka law colleage mysore-1980,Mandya,Lawyer,Housewife,Law / Judiciary,Education / Academia
1392,Bidar,Md Gulam Ali,IND,35.0,0.0,1215000.0,,Primary Education,7th std,Bidar,Social Service,Household,Social Work / Activism,Not Given
1393,Mangalore City North,Maxim Pinto,IND,54.0,0.0,30525000.0,31560000.0,Secondary Education,"S.S.L.C from ST. Jf Juniour College , Mangalore Year 1981",Dakshina Kannada,Agriculture and Business,House wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given
1394,Padmanaba Nagar,Meera Raghavendra,IND,43.0,0.0,630500.0,,Postgraduates,"BCOM,LLB,KUVEMPU UNIVERSITY 1999",B.B.M.P(South),LAWYER,LAWYER,Law / Judiciary,Law / Judiciary
1395,Shivajinagar,Meer Layaq Hussain,IND,55.0,0.0,30000.0,,Postgraduates,Dr. BR. Amc College Ambedkar Medical College Bengaluru University in 2010,B.B.M.P(Central),MBBS,Not Given,Medicine / Healthcare,Cound't Classify
1396,Khanapur,Meghana Desai,All India Mahila Empowerment Party,40.0,0.0,2614000.0,200000.0,Secondary Education,"SSLC ,RGB High School",Belgaum,House Wife and Social Worker,Samll Buisness,Social Work / Activism,Business / Entrepreneurship
1397,Bilgi,Meerasab Moulasab Shaikh,IND,52.0,0.0,6193000.0,,Primary Education,3rd standard From Govt Kannada Boys Model School Mudhol In 1977,Bagalkot,Business,House wife,Business / Entrepreneurship,Not Given
1398,Bellary City,Mekala Eswara Reddy,KPJP,54.0,0.0,1386032.0,,Postgraduates,"M.Com., In the Year May 1990 From Gulbarga University, Gulbarga",Bellary,Floor Mill Business,Housewife,Business / Entrepreneurship,Education / Academia
1399,Athani,Mehabub Aslam Shaikh,Bahujan Mukti Party,30.0,0.0,1240000.0,,Postgraduates,M.Sc in Chemistry,Belgaum,Businessman and Social Service,House Wife,"Business / Entrepreneurship, Social Work / Activism",Cound't Classify
1400,Raichur,Mirza Kaleem Baig,IND,40.0,0.0,430000.0,,Graduates,BA Distance Education From Moulana Azad National Urdu University Education Center Raichur.,Raichur,Private Job,Housewife,Information Technology,Education / Academia
1401,Bagalkot,Meti Hullappa Yamanappa,INC,73.0,0.0,83189071.0,6270107.0,Secondary Education,"8th From R.B.P.G Halakati High School, Halamati",Bagalkot,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
1402,Jayanagar,Mohamad Ibrahim,IND,33.0,0.0,1840000.0,0.0,Primary Education,6TH PASS,B.B.M.P(South),TRANSPORTATION,Not Given,Transportation / Logistics,Cound't Classify
1403,Holenarasipur,Mohammed Haneef,All India Mahila Empowerment Party,41.0,0.0,346000.0,345000.0,Secondary Education,8Th Standard Lohihal High School Gadenalli 1991,Hassan,Ginger Business,housewife,Agriculture / Farming,Not Given
1404,Sarvagnanagar,Modi Saifulla,IND,39.0,0.0,700000.0,,Literate,"7th std. Sri, Shamva, A, Bangalore Primary School",B.B.M.P(North),Wood Scrap Business,Not Given,Business / Entrepreneurship,Cound't Classify
1405,Hubli-Dharwad West,Mohammad Ismail Tamatgar,INC,39.0,1.0,8848145.0,3848778.0,Graduates,B.Com from Singhania University Year 2011,Dharwad,Fruit Merchant,Computer Training Institution,Business / Entrepreneurship,Information Technology
1406,Chincholi,Mithun Khemu Rathod,IND,26.0,0.0,11000.0,,Diploma Holders,Diploma From NES Polytechnic Colllege Kalaburgi in 2008,Gulbarga,Self Employed,Not Given,Business / Entrepreneurship,Cound't Classify
1407,Gandhi Nagar,Mohamed Mujahid,Jana Samanyara Party (Karnataka),27.0,0.0,202000.0,,Secondary Education,"10TH FROM NEW PUBLIC SCHOOL,BANGLORE YEAR 2010",B.B.M.P(Central),SMALL BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify
1408,Hebbal,Mohammed Ayub,IND,43.0,0.0,15013593.0,,Literate,7 th in govt. urdhu school 1988 gangenahalli,B.B.M.P(North),Busniess,House wife,Business / Entrepreneurship,Not Given
1409,Terdal,Mohammad Rafiqbadasha Dau,Bahujan Mukti Party,30.0,0.0,1100000.0,,Literate,7th Std,Bagalkot,SOCIAL SERVICE,House wife,Social Work / Activism,Not Given
1410,Bellary City,Mohamad Iqbal Hothur,JD(S),61.0,0.0,3809856625.0,1103197346.0,Postgraduates,"MA 2nd Rank from Bangalore University, Bangalore Year 1980-81",Bellary,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
1411,Sidlaghatta,Mohammed Ismail,SP,55.0,0.0,956307.0,,Literate,6th PASS,Chikkaballapur,Machinery Manufacture,House Wife,Engineering / Technology,Cound't Classify
1412,Gulbarga Uttar,Mohammed Mohsin,SDPI,41.0,6.0,69000.0,,Diploma Holders,"Diploma From K.C.T. Polytechnic College Kalaburagi ,Year-2008",Gulbarga,Private Civil Contractor and Social Service,House Wife,"Construction / Real Estate, Social Work / Activism",Cound't Classify
1413,Jayanagar,Mohammed Showkathulla Shariff,IND,39.0,0.0,12057000.0,,Doctorates,PhD In Wood Bridge University USA,B.B.M.P(South),Real Estate,House Wife,Construction / Real Estate,Cound't Classify
1414,Hassan,Mohammed Sharjeel,IND,40.0,0.0,1394000.0,,Secondary Education,SSLC,Hassan,Business,House Wife,Business / Entrepreneurship,Cound't Classify
1415,Narasimharaja,Mohammed Thaher Ali,Namma Congress,51.0,0.0,134090000.0,22100000.0,Postgraduates,"M.A in Karnataka Muktha University, Mysore 2003-2004.",Mysore,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify
1416,Mangalore City South,Mohammed Iqbal,All India Mahila Empowerment Party,42.0,1.0,1421000.0,965000.0,Primary Education,"1st to 7th Std Studied in J.P High School Kathipalya, Mangalore and 8th 9th Studied in Govt. School",Dakshina Kannada,Business,Tailor,Business / Entrepreneurship,Arts / Entertainment
1417,Bellary City,Mohammed Ismail,NCP,47.0,1.0,529208.0,33986.0,Unknown,Unknown,Bellary,Retailer Jeans,Member of Parliament Retailer Jeans,Business / Entrepreneurship,"Politics / Public Service, Media / Journalism"
1418,Bidar South,Mohammed Azmath,All India Mahila Empowerment Party,26.0,0.0,970000.0,,Higher Secondary Education,PUC Wisdom college 2008-2013,Bidar,Social worker,Not Given,Social Work / Activism,Cound't Classify
1419,Raichur,Mohammed Jameel Ahmad,All India Mahila Empowerment Party,60.0,0.0,3056226.0,641350.0,Secondary Education,SSLC TAGUR MEMORIAL HIGH SCHOOL RAICHUR DTE-1957-76,Raichur,Business,House wife,Business / Entrepreneurship,Not Given
1420,Hunsur,Mohan H R,IND,40.0,0.0,2577084.0,,Secondary Education,"SSLC From Boys PU College, Hunasuru Taluk, Mysore District Year 1994",Mysore,Centering Bar Bending,House wife,Construction / Real Estate,Not Given
1421,Belgaum Uttar,Mohammedrasul Bepari,Namma Congress,38.0,0.0,370000.0,1200000.0,Primary Education,5th Standard Primary Education from Govt. Urdu Boys School No. 3 Belgaum,Belgaum,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
1422,C.V. Raman Nagar,Mohana Dasari,Aam Aadmi Party,34.0,1.0,7405500.0,2533720.0,Postgraduates,MS in Software Systems from BITS Pilani 2012,B.B.M.P(North),"Asst. Technical Manager, Synchronoss Technologies Ltd, Bangalore","Project Manager, Robert Bosch Engineering and Business Solutions Private","Engineering / Technology, Information Technology","Engineering / Technology, Business / Entrepreneurship"
1423,Shimoga,Mohammed Yusuf Khan,All India Mahila Empowerment Party,,0.0,2315000.0,200000.0,Secondary Education,7Th Fail Govt Urdu Model Higher Primary Boys Middle School B H Road Shivamogga 1976,Shimoga,Petty Businessman Social Worker,Housewife,"Business / Entrepreneurship, Social Work / Activism",Education / Academia
1424,Bagalkot,Mohan Mallikarjuan Jigalur,BSP,53.0,0.0,7074000.0,1800000.0,Graduates,B Com Basaswar collage Baglkot Date-1987,Bagalkot,Business,House wife,Business / Entrepreneurship,Not Given
