,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
1675,Tumkur City,Mohammed Sadiq Jameel (Bhanu),SDPI,42.0,0.0,10000.0,,Graduates,B.Sc (Sericulture) At S.S.I.T. Maralur Tumkur,Tumkur,Electrical Work,House wife,Engineering / Technology,Not Given
1676,Gandhi Nagar,Mohan Kumar,IND,33.0,0.0,485000.0,,Literate,"Doddnna vidya samsthe(1995-1996), sunkadakatte, Bangalore in 1995-96",B.B.M.P(Central),Press reporter,House wife,Media / Journalism,Not Given
1677,Yadgir,Moulali Anpur,BSRC,54.0,0.0,29496000.0,4130000.0,Postgraduates,MA,Yadgir,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
1678,Jayanagar,Moula.,IND,44.0,0.0,1861000.0,,Unknown,Unknown,B.B.M.P(South),Electrical Decorators,House wife,Engineering / Technology,Not Given
1679,Haveri,Motilala. Doddamani,IND,43.0,0.0,10696500.0,890000.0,Graduates,"B.E. Electronics and Communication Completed in the year 1993 from GBDT,Eng. College,Davanagere",Haveri,Business,Govt. Employee,Business / Entrepreneurship,Unknown
1680,Chikkodi-Sadalga,Mohan Gurappa Motannavar,IND,39.0,0.0,1231800.0,85000.0,Graduates,"B.A, B.K college, Chikkodi,2000 year",Belgaum,Auto Driver,House wife,Unknown,Not Given
1681,Belgaum Dakshin,Mohsinkhan Nasirkhan Pathan,BSRC,30.0,0.0,1067260.0,,Secondary Education,"SSLC 2001-02,Vanita Vidaylay English Medium High Belagum Karnatka",Belgaum,Bussiness,House Hold,Business / Entrepreneurship,Cound't Classify
1682,Hangal,Mohankumar B. K.,JD(S),31.0,0.0,31286480.0,3245350.0,Vocational Training,ITI COLLEGE 2002,Haveri,AGRICULTURE AND FISHING,HOME MAKER,Agriculture / Farming,Not Given
1683,Kanakagiri,Motilal Nayak Rathod,IND,68.0,0.0,1811000.0,600000.0,Higher Secondary Education,PRE-UNIVERSITY VIJAYNAGAR COLLEGE HOSAPET IN 1968,Koppal,AGRICULTURAL,HOUSE WIFE,Agriculture / Farming,Not Given
1684,Davanagere South,Muddapurada Rahaman Sab,JD(U),50.0,0.0,398000.0,25000.0,Secondary Education,Sampige siddeshwara high school chitradurga,Davangere,Bussiness,Tailoring,Business / Entrepreneurship,Arts / Entertainment
1685,Raichur,Mohd.Shaalam Hussain,IND,35.0,0.0,,,Unknown,Unknown,Raichur,not given,Not Given,Cound't Classify,Cound't Classify
1686,Chickpet,Mujahid Pasha A,SDPI,31.0,0.0,615000.0,,Graduates,"Bsc czmb,bangalore university,BHS 1st grade college,jayanagar 1st block,bangalore-2003",B.B.M.P(Central),self employed,house wife,Business / Entrepreneurship,Not Given
1687,Bhatkal,Mulla Nadeem Ahmed,IND,42.0,1.0,158000.0,,Diploma Holders,B.E. ANJUMAN ENGINEERING COLLAGE BHATKAL IN FEB 1999,Uttara Kannada,BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify
1688,Sedam,Mukund Reddy Nagareddy,IND,37.0,0.0,4321000.0,1270000.0,Secondary Education,govternment high school nidagounda taluk chincholi 1993-94,Gulbarga,AGRICULTURAL,HOUSE WIFE,Agriculture / Farming,Not Given
1689,Sedam,Mukram Khan,JD(S),55.0,0.0,31310000.0,,Postgraduates,B.COM LLB COMPLETED,Gulbarga,AGRICULTURE AND SOCIAL SERVICE,HOUSE HOLD,"Agriculture / Farming, Social Work / Activism",Not Given
1690,Pavagada,Mruthyunjaya,IND,32.0,0.0,,,Unknown,Unknown,Tumkur,Not Given,Not Given,Cound't Classify,Cound't Classify
1691,Shivajinagar,Mukthar Ali Khan,IND,44.0,0.0,63000.0,,Secondary Education,"SSLC Rbanms High School, Bangalore",B.B.M.P(Central),Not Given,Not Given,Cound't Classify,Cound't Classify
1692,Mahadevapura,Muniraja.P,IND,40.0,0.0,390000.0,275000.0,Secondary Education,"10th fail,govt high school,varturu-1989-90",Bangalore Urban,driver,house wife,Transportation / Logistics,Not Given
1693,Basavakalyan,Muley Dnyaneshwar,IND,42.0,3.0,2259200.0,100000.0,Diploma Holders,Diploma in Pharmacy Examination from Board of Examining Authority Government of Karnataka (Drugs Control Department) in 1999,Bidar,Social Service Agriculture,Household,"Social Work / Activism, Agriculture / Farming",Not Given
1694,Rajarajeshwarinagar,Munirathna,INC,49.0,1.0,288301637.0,,Secondary Education,"SSLC From Corporation High School, Kodandaramapuram, Malleshwaram Bangalore In 1981",B.B.M.P(Central),BBMP Corporator Ward 37,House Wife,"Politics / Public Service, Law Enforcement / Security",Cound't Classify
1695,Hubli-Dharwad West,Mohan Limbikai,KJP,54.0,1.0,19220220.0,8511036.0,Postgraduates,MA IN ENGLISH LLB,Dharwad,LAWYER AGRICULTURE,HOUSE WIFE AND BUSINESS,"Law / Judiciary, Agriculture / Farming","Business / Entrepreneurship, Not Given"
1696,Rajaji Nagar,Muniswamy K,AIADMK,75.0,0.0,11810000.0,,Unknown,Unknown,B.B.M.P(Central),"retired employee binny mill ltd, bangalore",Not Given,Not Given,Cound't Classify
1697,Bangalore South,Murali Mohan,IND,47.0,0.0,6150000.0,1000000.0,Secondary Education,9th Standard from Chitradurga Karnataka,Bangalore Urban,Not Given,Not Given,Cound't Classify,Cound't Classify
1698,Raybag,Muragod Dundappa Durgappa,JD(U),60.0,0.0,126000.0,,Unknown,Unknown,Belgaum,Not filled,Not filled,Not Given,Not Given
1699,Koratagere,Mutturaju. P.M.,IND,38.0,0.0,50000.0,50000.0,Primary Education,1993-94 GOVT PROUD COLLAGE KORATEGERE,Tumkur,farmer,house wife,Agriculture / Farming,Not Given
1700,Gauribidanur,Muralidhar P S,KJP,50.0,0.0,38030000.0,,Postgraduates,"M.A. Political Science in Nov 2005 at Vinayaka Missions University, Tamilnadu",Chikkaballapur,Business,Employee of Infosys,Business / Entrepreneurship,Information Technology
1701,Mahadevapura,Muniyappa,KJP,47.0,0.0,6602000.0,300000.0,Unknown,JSS SCHOOL BANGALORE,Bangalore Urban,BUSINESS,HOME MAKER,Business / Entrepreneurship,Not Given
1702,Chikmagalur,Muniya Bhovi,IND,48.0,1.0,10900000.0,400000.0,Unknown,Unknown,Chikmagalur,agriculture,house wife,Agriculture / Farming,Not Given
1703,Tumkur City,N Govindaraju,JD(S),48.0,3.0,184180217.0,49833019.0,Diploma Holders,Diploma in Electrical Engineering,Tumkur,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
1704,Mahadevapura,N Govardhan,JD(S),48.0,0.0,12757200.0,150000.0,Graduates,BANGALORE UNIVERCITY (1989),Bangalore Urban,SOCIAL SERVICE,HOME MAKER,Social Work / Activism,Not Given
1705,Bilgi,Murugesh Rudrappa Nirani,BJP,47.0,2.0,191797190.0,45517447.0,Postgraduates,"B.E. Passing Year 1987 at B.V.B Engineering Collage, Hubli (Karnataka University Dharwad)",Bagalkot,Public Servent MLA,Service,Politics / Public Service,Not Given
1706,Channapatna,Muzammill Pasha,Ambedkar National Congress,32.0,0.0,150000.0,,Primary Education,9th std boys govt school CHANNAPATNA 1993,Ramanagaram,News paper Representative,Not Married,Media / Journalism,Cound't Classify
1707,Harapanahalli,N Kotreshi,KJP,36.0,0.0,33611571.0,10273152.0,Postgraduates,"MSc krishi science college,dharwad in the year 2002",Davangere,OWN BUSINESS,OWN BUSINESS,Business / Entrepreneurship,Business / Entrepreneurship
1708,Gauribidanur,N H Shivashankara Reddy,INC,59.0,0.0,35604456.0,15231912.0,Graduates,B.SC.AJ,Chikkaballapur,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
1709,Mayakonda,N Linganna,KJP,54.0,0.0,40737000.0,15562552.0,Graduates,"BA, Mangala Gangothri, Mysore University, Mysore-1979 University)",Davangere,Social worker,House wife,Social Work / Activism,Not Given
1710,Gauribidanur,N H Shivashankara Reddy,IND,37.0,0.0,309340.0,,Diploma Holders,"1983-84sathyagraha smaraka high school,vidhuraswastha",Chikkaballapur,agriculture,house wife,Agriculture / Farming,Not Given
1711,Gauribidanur,N M Ravinarayana Reddy,BJP,61.0,0.0,18018340.0,4988392.0,Graduates,B.A,Chikkaballapur,AGRICULTURE AND SOCIAL WORKER,SOCIAL WOKER,"Agriculture / Farming, Social Work / Activism",Social Work / Activism
1712,Shanti Nagar,N. A. Haris,INC,46.0,0.0,1337605689.0,35333440.0,Postgraduates,"Master of Arts in History in Karnataka Open University at Mysore,Year-2005",B.B.M.P(Central),Managing Director - Nalapad group of Compamies,House wife,Business / Entrepreneurship,Not Given
1713,Navalgund,N H Konaraddi,JD(S),49.0,1.0,29896575.0,273301.0,Graduates,B.COM kar vishvavidyalaya 1987,Dharwad,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
1714,Vijay Nagar,Muralidhara.D.J,NPP,48.0,0.0,5885000.0,2800000.0,Graduates,BSc,B.B.M.P(South),small business,small business,Business / Entrepreneurship,Business / Entrepreneurship
1715,Jagalur,N H Ramesh Babu,BSRC,28.0,0.0,950000.0,200000.0,Secondary Education,SSLC Pass Govt PU Collage Jagalur -2005,Davangere,Welding work,Not Given,Engineering / Technology,Cound't Classify
1716,Siruguppa,N. Kalingappa,LSP,55.0,0.0,727000.0,,Unknown,Unknown,Bellary,FARMER,HOUSE WIFE,Agriculture / Farming,Not Given
1717,Bellary City,N. Gangireddy,IND,56.0,0.0,2600000.0,2000000.0,Unknown,Unknown,Bellary,Farmer,house wife,Agriculture / Farming,Not Given
1718,Kolar,N. Prakash Alias Begli Prakash,IND,62.0,1.0,1170000.0,,Secondary Education,"9th std,1970-71",Kolar,agriculter,House wife,Agriculture / Farming,Not Given
1719,Chintamani,N. Srinivas,IND,36.0,0.0,1243500.0,150000.0,Primary Education,3rd standard,Chikkaballapur,Business,Not Given,Business / Entrepreneurship,Cound't Classify
1720,Molakalmuru,N. R. Mallaiah Swamy,IND,49.0,0.0,1085000.0,,Unknown,Unknown,Chitradurga,social service and agriculture,House wife,"Social Work / Activism, Agriculture / Farming",Not Given
1721,Kollegal,N. Mahesh,BSP,57.0,0.0,9260863.0,,Postgraduates,M.A,Chamarajnagar,No,"Manager at Apex bank, Bangalore",Cound't Classify,Business / Entrepreneurship
1722,Mulbagal,N. Srinivas,IND,49.0,0.0,585000.0,,Higher Secondary Education,PUC,Kolar,Agriculture,agriculture,Agriculture / Farming,Agriculture / Farming
1723,Mulbagal,N. Munianjappa,JD(S),54.0,0.0,10357000.0,500000.0,Diploma Holders,"GOVT.POLITECHNIC CHINTA MANI ,IN 1980,KARNATAKA",Kolar,Agriculture,Housewife,Agriculture / Farming,Education / Academia
1724,Shanti Nagar,N. Shashidhar,BSP,38.0,0.0,5225000.0,,Postgraduates,"B,Com LLB",B.B.M.P(Central),BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
1725,Bagepalli,N. Sampangi,INC,51.0,0.0,72253246.0,,Postgraduates,"B.Com, LL.B.",Chikkaballapur,Advocate,House Wife,Law / Judiciary,Cound't Classify
1726,Kollegal,N. Chamaraju,JD(S),62.0,0.0,661100.0,,Graduates,"B.A.(Govt SM college, Kollegal), LLb (Vidyavardhaka College, Mysore)",Chamarajnagar,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
1727,C.V. Raman Nagar,N. Gopi,KCP,43.0,0.0,53000.0,,Primary Education,4th std,B.B.M.P(North),not given,Not Given,Cound't Classify,Cound't Classify
1728,Molakalmuru,N. Y. Gopalakrishna,INC,60.0,0.0,16090406.0,,Graduates,"BA, MBA MYSORE",Chitradurga,SOCIAL SERVICE AND AGRICULTURIST,house wife,"Social Work / Activism, Agriculture / Farming",Not Given
1729,Basavanagudi,N.Hemanth Kumar Gowda,JD(U),33.0,0.0,6306000.0,1758795.0,Postgraduates,"civil engineering , M.E.I College, Rajajinagar - bangalore ,board of technology,2002",B.B.M.P(South),civil engineering,House wife,Engineering / Technology,Not Given
1730,Nagamangala,N.Cheluvaraya Swamy,JD(S),53.0,0.0,147265276.0,65912645.0,Diploma Holders,"Diploma in Civil Engineering from Polytechnic College, KR Pet, Mandya District during 1978-83; 8th-10th Standard in Sri Siddaganga High School, Tumkur during 1975-78; 5th-7th Standard in Goverment Higher Primary School, Brahmadevarahalli, Nagamangala Talu",Mandya,Agriculture,Housewife,Agriculture / Farming,Education / Academia
1731,Chitradurga,N. Suresh,IND,44.0,0.0,942000.0,250000.0,Graduates,"BA,SJM college,SBM,CHITRADURGA,1992-93",Chitradurga,social worker,panchyath developing member,Social Work / Activism,Unknown
1732,K.R.Pura,N.Basavaraj,IND,64.0,0.0,15574000.0,700000.0,Primary Education,"6th standard , Immadihalli high school, bangalore",B.B.M.P(North),publisher and editor,House wife,Media / Journalism,Not Given
1733,B.T.M.Layout,N. Sudhakar,BJP,36.0,0.0,33550072.0,3673348.0,Diploma Holders,"Diploma in Telecom and Electronics, RJS Polytechnic Bangalore 1992",B.B.M.P(South),Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
1734,Turuvekere,N.C.Prakash,IND,43.0,0.0,4500000.0,1439262.0,Higher Secondary Education,"2nd PUC,1992-93,govt PU college,CS pura,tumkur district",Tumkur,business,Not Given,Business / Entrepreneurship,Cound't Classify
1735,Tumkur Rural,N.Gangaiah,BSP,65.0,0.0,158000.0,,Graduates,"BSc,1977-78,govt first grade college,tumkur",Tumkur,retired govt. employee and social worker,house wife,"Politics / Public Service, Social Work / Activism",Not Given
1736,K.R.Pura,N.Kodanda Reddy,IND,51.0,0.0,310000.0,0.0,Unknown,Unknown,B.B.M.P(North),Not Given,Not Given,Cound't Classify,Cound't Classify
1737,Mahalakshmi Layout,N.L. Narendrababu,INC,51.0,0.0,15371305.0,277044.0,Graduates,"BSc in MES College, Malleshwaram at Bangalore University 1980",B.B.M.P(North),Artist and Actor,LIC Agency,Arts / Entertainment,Banking / Finance
1738,Chikkaballapur,N.Manjunath,JD(U),45.0,0.0,500000.0,,Secondary Education,"10th fail,1992-93",Chikkaballapur,Vegitable seller,House wife,Business / Entrepreneurship,Not Given
1739,Davanagere North,N.J.Ningappa,IND,52.0,0.0,5457000.0,1600000.0,Higher Secondary Education,"PUC,davanagere,purasabha college",Davangere,own business,LIC agent,Business / Entrepreneurship,Banking / Finance
1740,Hebbal,N.K.Ravikumar,IND,42.0,0.0,,,Unknown,Unknown,B.B.M.P(North),social work,house wife,Social Work / Activism,Not Given
1741,Arsikere,N.P.Rajendraprasad,HND,29.0,0.0,500.0,,Secondary Education,"8th cross,basavagata govt high school",Hassan,agriculter and social worker,house wife,"Agriculture / Farming, Social Work / Activism",Not Given
1742,Koppal,N.Nagaraj Krishnamurthy,BSRC,36.0,0.0,9065000.0,1400000.0,Unknown,Unknown,Koppal,Agriculture and Business,House Wife,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify
1743,Hosakote,N.Nagaraju [M.T.B],INC,61.0,0.0,4701357248.0,495010696.0,Vocational Training,9th standard ITI Vidhyamandir In 1966,Bangalore Rural,Agriculturist and Business Man,House wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given
1744,Madikeri,N.N.Shambhulingappa,KJP,38.0,0.0,10814000.0,15000.0,Secondary Education,SHASHIDHRA HIGH SCHOOL ARAKALAGUDU,Kodagu,OWN BUSINESSS,HOUSE WIFE,Business / Entrepreneurship,Not Given
1745,Nagamangala,N.K.Krishnaprasad,IND,53.0,0.0,500000.0,,Graduates,"BA,Bangalore govt college,KR circle,Ghandinagar-1985",Mandya,Labour,house wife,Cound't Classify,Not Given
1746,Mandya,N.Murali,IND,30.0,0.0,376000.0,,Higher Secondary Education,"Exmuncipal pre university college mandya,2006",Mandya,Industrialist,Not Given,Business / Entrepreneurship,Cound't Classify
1747,Basavanagudi,N.Ravi,SUCI(C),50.0,0.0,4335000.0,,Graduates,"Bachelore of engineering (mechanical), JMIT, Chitradurga, University of Mysore - 1984",B.B.M.P(South),engineering consultant,teacher,"Engineering / Technology, Consulting / Advisory",Education / Academia
1748,Hunsur,N.Puttananjayya,SDPI,62.0,0.0,5246000.0,,Diploma Holders,"M.P. Ed,1991,bangalore university, bangalore",Mysore,retired government employee,House wife,Unknown,Not Given
1749,Bangalore South,N.S. Ravichandra,BSRC,33.0,0.0,13126000.0,334385.0,Primary Education,"9th Std, Anekal Govt School, Bangalore",Bangalore Urban,Agriculture Work,House wife,Agriculture / Farming,Not Given
1750,Sira,N.Rajanna,BSP,48.0,0.0,7970000.0,600000.0,Graduates,B.A government first grade college bangalore university in 1983,Tumkur,LIC AGENT,NURSE (GOVERNMENT EMPLOYEE),Banking / Finance,Medicine / Healthcare
1751,Krishnaraja,N.R.Raghu,JD(U),48.0,0.0,2818073.0,,Technical/Professional Courses,Nation Export Programmes Export Management Course,Mysore,Business Logistics,Business,"Business / Entrepreneurship, Transportation / Logistics",Business / Entrepreneurship
1752,Magadi,N.Manjunath,IND,30.0,0.0,41000.0,,Secondary Education,SSLC fail kumar govt school,Ramanagaram,business,house wife,Business / Entrepreneurship,Not Given
1753,Kunigal,N.R.Lakshminarayana,BSRC,48.0,0.0,2751000.0,50000.0,Higher Secondary Education,Mahatma Gandhi Pre-university College Kunigal,Tumkur,Social Worker,House Wife,Social Work / Activism,Cound't Classify
1754,Nanjangud,N.Rukmini,IND,45.0,0.0,460200.0,,Secondary Education,S.S.L.C. From H.D kote school,Mysore,house wife,Vehicle driver,Not Given,Transportation / Logistics
1755,K.R.Pura,N.S. Nandiesha Reddy,BJP,41.0,0.0,1189205120.0,110498097.0,Graduates,"SSLC from vimanapura high school-1987 and PUC from vijaya college bangalore - 1989 ,B.Sc.(Not Completed Banglore University)",B.B.M.P(North),Businessman and Agriculturist,Home maker,"Business / Entrepreneurship, Agriculture / Farming",Construction / Real Estate
1756,Yeshvanthapura,N.Somashekar,LJP,34.0,0.0,507367.0,,Postgraduates,"LL.B, (2006 Dec), BES College of Law , B.U.",Bangalore Urban,Advocate,House wife,Law / Judiciary,Not Given
1757,Shimoga Rural,N.T.Shivamurthy,IND,58.0,0.0,20807513.0,1900000.0,Graduates,B.A. D.V.S SHIMOGA IN 1980,Shimoga,AGRICULTURE,Not Given,Agriculture / Farming,Cound't Classify
1758,Bommanahalli,Nagabhushan R,IND,38.0,0.0,71178138.0,9000345.0,Graduates,"B.C.A, I.G.N.O.U-2000-2001",B.B.M.P(South),K.P.W.D. CLASS-1 contractor,House wife,Construction / Real Estate,Not Given
1759,Nagamangala,N.S.Ashoka,IND,37.0,0.0,320520.0,,Higher Secondary Education,"Govt pre university college,nagamangala-1993",Mandya,Jewellary business,Not Given,Business / Entrepreneurship,Cound't Classify
1760,Bommanahalli,Nagabhushana.C,INC,46.0,0.0,262719753.0,54125786.0,Higher Secondary Education,"SSLC 1983, PUC-1 1984",B.B.M.P(South),Real Estate and General Business,Real Estate,"Business / Entrepreneurship, Construction / Real Estate",Construction / Real Estate
1761,Yelburga,Nagaraj Kolaji,IND,43.0,0.0,57471623.0,,Diploma Holders,"DIPLOMA IN CIVIL ENGINEERING,CHARNTIMATH POLYTECHNIC COLLEGE HUNGUND(1989-1990)",Koppal,ENGINEER CIVIL COTRACTER,House wife,"Engineering / Technology, Construction / Real Estate",Not Given
1762,Maddur,Nadeem Baig,IND,30.0,0.0,100.0,,Primary Education,4th std,Mandya,Labour,House wife,Cound't Classify,Not Given
1763,Shiggaon,Naganagouda Danappagouda Marigoudra,RCP,46.0,0.0,6950000.0,150000.0,Primary Education,5th std 1986,Haveri,editor,house wife,Media / Journalism,Not Given
1764,Kumta,Nagaraj Shridhar Shet,HND,27.0,0.0,10000.0,,Secondary Education,"GIB HIGH SCHOOL, KUMUTA IN 2000-20001",Uttara Kannada,SILVER GOLD JOB,Not Given,Cound't Classify,Cound't Classify
1765,Gurmitkal,Naganagouda Kandakura,JD(S),67.0,0.0,12492483.0,5495000.0,Graduates,BA FROM DHARWAD,Yadgir,Agriculture and Social Service,House Wife,"Agriculture / Farming, Social Work / Activism",Cound't Classify
1766,Rajaji Nagar,Nagaraja H.N,IND,42.0,0.0,225217.0,,Secondary Education,"Govt. High School, shiva nagar, Bengalore in 1989",B.B.M.P(Central),Electricity Labour,House wife,Law Enforcement / Security,Not Given
1767,Hubli-Dharwad West,Nagaraj Tigadi,LSP,51.0,0.0,37382977.0,10500000.0,Diploma Holders,"BE in b.v.b,college of engg ,tech,in hubli b e in 1984",Dharwad,consulting civil enginer,business agriculture,"Engineering / Technology, Consulting / Advisory","Business / Entrepreneurship, Agriculture / Farming"
1768,Khanapur,Nagappa Baburao Narayan Patil,IND,59.0,0.0,11505800.0,710000.0,Primary Education,"Halashi High School, Halashi",Belgaum,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
1769,Sirsi,Nagaraja Hegde,BSRC,27.0,0.0,173200.0,77800.0,Higher Secondary Education,12th PASS M.E.S ARTS AND IN SCIENCE MAHAVIDYALAYA SIRSI year 1998-99,Uttara Kannada,FARMER,HOUSE WIFE,Agriculture / Farming,Not Given
1770,Hebbal,Nagaraja Shetty,IND,42.0,0.0,14631137.0,,Graduates,"B Com, sheshadripuram evening college, bangalore university ,bangalore",B.B.M.P(North),document writer,house wife,Arts / Entertainment,Not Given
1771,Mulbagal,Nagaraj. V,IND,30.0,0.0,585000.0,,Secondary Education,"Govt. high School, mulabagilu taluk ,thayaloor village(2001-2002)",Kolar,agriculture,Not Given,Agriculture / Farming,Cound't Classify
